model,point,objective,yaml,output_prefix,exit_status,stdout_path,stdout_tail,result_file,n_result_rows,n_result_cols,weight,minuslogpost,calib_100T,calib_217T,A_cib_217,xi_sz_cib,A_sz,ksz_norm,gal545_A_100,gal545_A_143,gal545_A_143_217,gal545_A_217,ps_A_100_100,ps_A_143_143,ps_A_143_217,ps_A_217_217,galf_TE_A_100,galf_TE_A_100_143,galf_TE_A_100_217,galf_TE_A_143,galf_TE_A_143_217,galf_TE_A_217,chi2__CMB,minuslogprior,minuslogprior__0,minuslogprior__SZ,chi2,chi2__planck_2018_highl_plik.TTTEEE,chi2__planck_2018_lowl.TT,chi2__planck_2018_lowl.EE,chi2__planck_2018_lensing.native
deu,map,posterior_profile,audit_full_plik_nuisance_profile/20260510T233506Z/deu_full_map_posterior_profile.yaml,audit_full_plik_nuisance_profile/20260510T233506Z/deu_full_map_posterior_profile,0,audit_full_plik_nuisance_profile/20260510T233506Z/deu_full_map_posterior_profile.stdout.txt," 2026-05-10 16:35:54,777 [planck_2018_highl_plik.ttteee] Computing new state
 2026-05-10 16:35:54,796 [planck_2018_highl_plik.ttteee] Computed log-likelihood = -1262.5696007797346
 2026-05-10 16:35:54,796 [planck_2018_lowl.tt] Got parameters {'A_planck': 1.0250579}
 2026-05-10 16:35:54,796 [planck_2018_lowl.tt] Re-using computed results
 2026-05-10 16:35:54,796 [planck_2018_lowl.ee] Got parameters {'A_planck': 1.0250579}
 2026-05-10 16:35:54,796 [planck_2018_lowl.ee] Re-using computed results
 2026-05-10 16:35:54,796 [planck_2018_lensing.native] Got parameters {'A_planck': 1.0250579}
 2026-05-10 16:35:54,796 [planck_2018_lensing.native] Re-using computed results
 2026-05-10 16:35:54,796 [pybobyqa.util] Function eval 452 at point 452 has f = 1509.44056479945 at x = [...]
 2026-05-10 16:35:54,796 [pybobyqa.solver] Ratio = -2.40684
 2026-05-10 16:35:54,796 [pybobyqa.solver] Updating with knew = 24
 2026-05-10 16:35:54,796 [pybobyqa.solver] Checking and possibly improving geometry (unsuccessful step)
 2026-05-10 16:35:54,803 [pybobyqa.solver] Trust region step is d = [ 0.00416629  0.0088036  -0.00050815  0.00084008 -0.0160881   0.
 -0.02380443 -0.01073165 -0.00862459  0.0083031   0.00789046 -0.02029112
 -0.00396092  0.00557724  0.00155281  0.00040375 -0.00054884 -0.0023048
  0.00873377 -0.02673862]
 2026-05-10 16:35:54,803 [pybobyqa.solver] Standard trust region step
 2026-05-10 16:35:54,827 [model] Posterior to be computed for parameters {'calib_100T': np.float64(0.9995979451664695), 'calib_217T': np.float64(0.9981319028072445), 'A_cib_217': np.float64(49.73873783321558), 'xi_sz_cib': np.float64(0.260357994747412), 'A_sz': np.float64(6.747123793837062), 'ksz_norm': np.float64(0.0), 'gal545_A_100': np.float64(8.233479855816157), 'gal545_A_143': np.float64(10.330205098580016), 'gal545_A_143_217': np.float64(17.930278709647133), 'gal545_A_217': np.float64(96.61690707680548), 'ps_A_100_100': np.float64(278.49106056916855), 'ps_A_143_143': np.float64(54.657363542191234), 'ps_A_143_217': np.float64(52.04751802694642), 'ps_A_217_217': np.float64(132.19244898121576), 'galf_TE_A_100': np.float64(0.12289326811473444), 'galf_TE_A_100_143': np.float64(0.1370542368667706), 'galf_TE_A_100_217': np.float64(0.4697983815998076), 'galf_TE_A_143': np.float64(0.2329198154229472), 'galf_TE_A_143_217': np.float64(0.6581760069294514), 'galf_TE_A_217': np.float64(2.095786898513135)}
 2026-05-10 16:35:54,827 [prior] Evaluating prior at array([9.99597945e-01, 9.98131903e-01, 4.97387378e+01, 2.60357995e-01,
       6.74712379e+00, 0.00000000e+00, 8.23347986e+00, 1.03302051e+01,
       1.79302787e+01, 9.66169071e+01, 2.78491061e+02, 5.46573635e+01,
       5.20475180e+01, 1.32192449e+02, 1.22893268e-01, 1.37054237e-01,
       4.69798382e-01, 2.32919815e-01, 6.58176007e-01, 2.09578690e+00])
 2026-05-10 16:35:54,828 [prior] Got logpriors (internal) = -23.113881773587764
 2026-05-10 16:35:54,828 [prior] Got logpriors (external) = [np.float64(-2.110776164101705)]
 2026-05-10 16:35:54,828 [model] Got input parameters: {'deu_damping_envelope_beta': 0.029595717, 'deu_transfer_polamp_p_vis': 1.0473467, 'omega_b': 0.021959556, 'n_s': 0.98118992, 'A_planck': 1.0250579, 'H0': 67.4, 'ln10^{10}A_s': 3.044, 'omega_cdm': 0.12, 'tau_reio': 0.0544, 'calib_100T': 0.9995979451664695, 'calib_217T': 0.9981319028072445, 'A_pol': 1.0, 'calib_100P': 1.021, 'calib_143P': 0.966, 'calib_217P': 1.04, 'cib_index': -1.3, 'A_cib_217': 49.73873783321558, 'xi_sz_cib': 0.260357994747412, 'A_sz': 6.747123793837062, 'ksz_norm': 0.0, 'gal545_A_100': 8.233479855816157, 'gal545_A_143': 10.330205098580016, 'gal545_A_143_217': 17.930278709647133, 'gal545_A_217': 96.61690707680548, 'A_sbpx_100_100_TT': 1.0, 'A_sbpx_143_143_TT': 1.0, 'A_sbpx_143_217_TT': 1.0, 'A_sbpx_217_217_TT': 1.0, 'ps_A_100_100': 278.49106056916855, 'ps_A_143_143': 54.657363542191234, 'ps_A_143_217': 52.04751802694642, 'ps_A_217_217': 132.19244898121576, 'galf_TE_index': -2.4, 'galf_TE_A_100': 0.12289326811473444, 'galf_TE_A_100_143': 0.1370542368667706, 'galf_TE_A_100_217': 0.4697983815998076, 'galf_TE_A_143': 0.2329198154229472, 'galf_TE_A_143_217': 0.6581760069294514, 'galf_TE_A_217': 2.095786898513135, 'galf_EE_index': -2.4, 'galf_EE_A_100': 0.055, 'galf_EE_A_100_143': 0.04, 'galf_EE_A_100_217': 0.094, 'galf_EE_A_143': 0.086, 'galf_EE_A_143_217': 0.21, 'galf_EE_A_217': 0.7, 'A_cnoise_e2e_100_100_EE': 1.0, 'A_cnoise_e2e_143_143_EE': 1.0, 'A_cnoise_e2e_217_217_EE': 1.0, 'A_sbpx_100_100_EE': 1.0, 'A_sbpx_100_143_EE': 1.0, 'A_sbpx_100_217_EE': 1.0, 'A_sbpx_143_143_EE': 1.0, 'A_sbpx_143_217_EE': 1.0, 'A_sbpx_217_217_EE': 1.0}
 2026-05-10 16:35:54,828 [classy] Got parameters {'deu_damping_envelope_beta': 0.029595717, 'deu_transfer_polamp_p_vis': 1.0473467, 'omega_b': 0.021959556, 'n_s': 0.98118992, 'H0': 67.4, 'ln10^{10}A_s': 3.044, 'omega_cdm': 0.12, 'tau_reio': 0.0544}
 2026-05-10 16:35:54,828 [classy] Re-using computed results
 2026-05-10 16:35:54,828 [planck_2018_highl_plik.ttteee] Got parameters {'A_planck': 1.0250579, 'calib_100T': 0.9995979451664695, 'calib_217T': 0.9981319028072445, 'A_pol': 1.0, 'calib_100P': 1.021, 'calib_143P': 0.966, 'calib_217P': 1.04, 'cib_index': -1.3, 'A_cib_217': 49.73873783321558, 'xi_sz_cib': 0.260357994747412, 'A_sz': 6.747123793837062, 'ksz_norm': 0.0, 'gal545_A_100': 8.233479855816157, 'gal545_A_143': 10.330205098580016, 'gal545_A_143_217': 17.930278709647133, 'gal545_A_217': 96.61690707680548, 'A_sbpx_100_100_TT': 1.0, 'A_sbpx_143_143_TT': 1.0, 'A_sbpx_143_217_TT': 1.0, 'A_sbpx_217_217_TT': 1.0, 'ps_A_100_100': 278.49106056916855, 'ps_A_143_143': 54.657363542191234, 'ps_A_143_217': 52.04751802694642, 'ps_A_217_217': 132.19244898121576, 'galf_TE_index': -2.4, 'galf_TE_A_100': 0.12289326811473444, 'galf_TE_A_100_143': 0.1370542368667706, 'galf_TE_A_100_217': 0.4697983815998076, 'galf_TE_A_143': 0.2329198154229472, 'galf_TE_A_143_217': 0.6581760069294514, 'galf_TE_A_217': 2.095786898513135, 'galf_EE_index': -2.4, 'galf_EE_A_100': 0.055, 'galf_EE_A_100_143': 0.04, 'galf_EE_A_100_217': 0.094, 'galf_EE_A_143': 0.086, 'galf_EE_A_143_217': 0.21, 'galf_EE_A_217': 0.7, 'A_cnoise_e2e_100_100_EE': 1.0, 'A_cnoise_e2e_143_143_EE': 1.0, 'A_cnoise_e2e_217_217_EE': 1.0, 'A_sbpx_100_100_EE': 1.0, 'A_sbpx_100_143_EE': 1.0, 'A_sbpx_100_217_EE': 1.0, 'A_sbpx_143_143_EE': 1.0, 'A_sbpx_143_217_EE': 1.0, 'A_sbpx_217_217_EE': 1.0}
 2026-05-10 16:35:54,828 [planck_2018_highl_plik.ttteee] Computing new state
 2026-05-10 16:35:54,845 [planck_2018_highl_plik.ttteee] Computed log-likelihood = -1262.5997028693007
 2026-05-10 16:35:54,845 [planck_2018_lowl.tt] Got parameters {'A_planck': 1.0250579}
 2026-05-10 16:35:54,845 [planck_2018_lowl.tt] Re-using computed results
 2026-05-10 16:35:54,845 [planck_2018_lowl.ee] Got parameters {'A_planck': 1.0250579}
 2026-05-10 16:35:54,845 [planck_2018_lowl.ee] Re-using computed results
 2026-05-10 16:35:54,845 [planck_2018_lensing.native] Got parameters {'A_planck': 1.0250579}
 2026-05-10 16:35:54,845 [planck_2018_lensing.native] Re-using computed results
 2026-05-10 16:35:54,845 [pybobyqa.util] Function eval 453 at point 453 has f = 1509.44026238691 at x = [...]
 2026-05-10 16:35:54,845 [pybobyqa.solver] Ratio = -1.77057
 2026-05-10 16:35:54,845 [pybobyqa.solver] Updating with knew = 13
 2026-05-10 16:35:54,845 [pybobyqa.solver] Checking and possibly improving geometry (unsuccessful step)
 2026-05-10 16:35:54,846 [pybobyqa.solver] At return from solver, number of function evals = 1
 2026-05-10 16:35:54,846 [pybobyqa.solver] Smallest objective value = 1509.43907690779 at x = [ -0.10957506  -0.45364723 -17.65857711   2.28350965  -1.81851203
  -0.86915274   1.67920617   2.4196268   -1.30808509   6.57411711
   2.853964    -2.64637409  12.32795012  17.43392751  -0.57652214
   0.20902974   1.62354423   0.82433      0.18755588   2.47396485]
 2026-05-10 16:35:54,846 [pybobyqa.solver] Did a total of 1 run(s)
 2026-05-10 16:35:54,846 [minimize] Run 2/2 converged.
 2026-05-10 16:35:54,846 [minimize] Finished success",audit_full_plik_nuisance_profile/20260510T233506Z/deu_full_map_posterior_profile.minimum.txt,1,31,1.0,1509.3009,0.9996317,0.9981354,48.733547,0.42149396,7.0352338,0.0,8.2777314,10.450459,18.445527,97.365988,275.14615,56.422756,56.978456,134.17512,0.1241456,0.1370792,0.47063649,0.23128535,0.659538,2.0978131,2968.1833,25.209276,23.020345,2.1889314,2968.1833,2524.9514,26.588767,397.8372,18.805833
deu,map,likelihood_profile,audit_full_plik_nuisance_profile/20260510T233506Z/deu_full_map_likelihood_profile.yaml,audit_full_plik_nuisance_profile/20260510T233506Z/deu_full_map_likelihood_profile,0,audit_full_plik_nuisance_profile/20260510T233506Z/deu_full_map_likelihood_profile.stdout.txt," -0.00164011  0.00305088 -0.0074842  -0.00516239  0.02363375  0.01156267
  0.00614425 -0.01020555]
 2026-05-10 16:36:54,207 [pybobyqa.solver] Standard trust region step
 2026-05-10 16:36:54,221 [model] Got input parameters: {'deu_damping_envelope_beta': 0.029595717, 'deu_transfer_polamp_p_vis': 1.0473467, 'omega_b': 0.021959556, 'n_s': 0.98118992, 'A_planck': 1.0250579, 'H0': 67.4, 'ln10^{10}A_s': 3.044, 'omega_cdm': 0.12, 'tau_reio': 0.0544, 'calib_100T': 0.9968840095955238, 'calib_217T': 0.9987865102648611, 'A_pol': 1.0, 'calib_100P': 1.021, 'calib_143P': 0.966, 'calib_217P': 1.04, 'cib_index': -1.3, 'A_cib_217': 52.401568477306554, 'xi_sz_cib': 0.03852645539298201, 'A_sz': 8.606186502137755, 'ksz_norm': 3.3306690738754696e-16, 'gal545_A_100': -1.4526256721449355, 'gal545_A_143': 7.4017823497975, 'gal545_A_143_217': 16.18348555564457, 'gal545_A_217': 95.02214501014441, 'A_sbpx_100_100_TT': 1.0, 'A_sbpx_143_143_TT': 1.0, 'A_sbpx_143_217_TT': 1.0, 'A_sbpx_217_217_TT': 1.0, 'ps_A_100_100': 244.80006945991693, 'ps_A_143_143': 47.67920624079644, 'ps_A_143_217': 46.984333886449974, 'ps_A_217_217': 128.36161480213363, 'galf_TE_index': -2.4, 'galf_TE_A_100': 0.1773242830811181, 'galf_TE_A_100_143': 0.25198472987635134, 'galf_TE_A_100_217': 0.3950255814953492, 'galf_TE_A_143': 0.3923397261709346, 'galf_TE_A_143_217': 0.5629447022807135, 'galf_TE_A_217': 1.7929005080760951, 'galf_EE_index': -2.4, 'galf_EE_A_100': 0.055, 'galf_EE_A_100_143': 0.04, 'galf_EE_A_100_217': 0.094, 'galf_EE_A_143': 0.086, 'galf_EE_A_143_217': 0.21, 'galf_EE_A_217': 0.7, 'A_cnoise_e2e_100_100_EE': 1.0, 'A_cnoise_e2e_143_143_EE': 1.0, 'A_cnoise_e2e_217_217_EE': 1.0, 'A_sbpx_100_100_EE': 1.0, 'A_sbpx_100_143_EE': 1.0, 'A_sbpx_100_217_EE': 1.0, 'A_sbpx_143_143_EE': 1.0, 'A_sbpx_143_217_EE': 1.0, 'A_sbpx_217_217_EE': 1.0}
 2026-05-10 16:36:54,221 [classy] Got parameters {'deu_damping_envelope_beta': 0.029595717, 'deu_transfer_polamp_p_vis': 1.0473467, 'omega_b': 0.021959556, 'n_s': 0.98118992, 'H0': 67.4, 'ln10^{10}A_s': 3.044, 'omega_cdm': 0.12, 'tau_reio': 0.0544}
 2026-05-10 16:36:54,221 [classy] Re-using computed results
 2026-05-10 16:36:54,221 [planck_2018_highl_plik.ttteee] Got parameters {'A_planck': 1.0250579, 'calib_100T': 0.9968840095955238, 'calib_217T': 0.9987865102648611, 'A_pol': 1.0, 'calib_100P': 1.021, 'calib_143P': 0.966, 'calib_217P': 1.04, 'cib_index': -1.3, 'A_cib_217': 52.401568477306554, 'xi_sz_cib': 0.03852645539298201, 'A_sz': 8.606186502137755, 'ksz_norm': 3.3306690738754696e-16, 'gal545_A_100': -1.4526256721449355, 'gal545_A_143': 7.4017823497975, 'gal545_A_143_217': 16.18348555564457, 'gal545_A_217': 95.02214501014441, 'A_sbpx_100_100_TT': 1.0, 'A_sbpx_143_143_TT': 1.0, 'A_sbpx_143_217_TT': 1.0, 'A_sbpx_217_217_TT': 1.0, 'ps_A_100_100': 244.80006945991693, 'ps_A_143_143': 47.67920624079644, 'ps_A_143_217': 46.984333886449974, 'ps_A_217_217': 128.36161480213363, 'galf_TE_index': -2.4, 'galf_TE_A_100': 0.1773242830811181, 'galf_TE_A_100_143': 0.25198472987635134, 'galf_TE_A_100_217': 0.3950255814953492, 'galf_TE_A_143': 0.3923397261709346, 'galf_TE_A_143_217': 0.5629447022807135, 'galf_TE_A_217': 1.7929005080760951, 'galf_EE_index': -2.4, 'galf_EE_A_100': 0.055, 'galf_EE_A_100_143': 0.04, 'galf_EE_A_100_217': 0.094, 'galf_EE_A_143': 0.086, 'galf_EE_A_143_217': 0.21, 'galf_EE_A_217': 0.7, 'A_cnoise_e2e_100_100_EE': 1.0, 'A_cnoise_e2e_143_143_EE': 1.0, 'A_cnoise_e2e_217_217_EE': 1.0, 'A_sbpx_100_100_EE': 1.0, 'A_sbpx_100_143_EE': 1.0, 'A_sbpx_100_217_EE': 1.0, 'A_sbpx_143_143_EE': 1.0, 'A_sbpx_143_217_EE': 1.0, 'A_sbpx_217_217_EE': 1.0}
 2026-05-10 16:36:54,221 [planck_2018_highl_plik.ttteee] Computing new state
 2026-05-10 16:36:54,231 [planck_2018_highl_plik.ttteee] Computed log-likelihood = -1258.9780479750477
 2026-05-10 16:36:54,231 [planck_2018_lowl.tt] Got parameters {'A_planck': 1.0250579}
 2026-05-10 16:36:54,231 [planck_2018_lowl.tt] Re-using computed results
 2026-05-10 16:36:54,231 [planck_2018_lowl.ee] Got parameters {'A_planck': 1.0250579}
 2026-05-10 16:36:54,231 [planck_2018_lowl.ee] Re-using computed results
 2026-05-10 16:36:54,231 [planck_2018_lensing.native] Got parameters {'A_planck': 1.0250579}
 2026-05-10 16:36:54,231 [planck_2018_lensing.native] Re-using computed results
 2026-05-10 16:36:54,231 [pybobyqa.util] Function eval 824 at point 824 has f = 1480.59394955497 at x = [...]
 2026-05-10 16:36:54,231 [pybobyqa.solver] Ratio = 0.0136516
 2026-05-10 16:36:54,246 [pybobyqa.solver] Updating with knew = 5
 2026-05-10 16:36:54,246 [pybobyqa.controller] Non-slow iteration
 2026-05-10 16:36:54,246 [pybobyqa.solver] Checking and possibly improving geometry (unsuccessful step)
 2026-05-10 16:36:54,251 [pybobyqa.solver] Trust region step is d = [-0.00643991 -0.00212988 -0.03052773  0.00444446  0.00558779  0.
  0.00281865 -0.01867359  0.00382961  0.00524693 -0.00579358  0.00707193
  0.01060572  0.02128041  0.01222907  0.00424902 -0.01189456 -0.00829954
 -0.00672378  0.00036972]
 2026-05-10 16:36:54,251 [pybobyqa.solver] Standard trust region step
 2026-05-10 16:36:54,265 [model] Got input parameters: {'deu_damping_envelope_beta': 0.029595717, 'deu_transfer_polamp_p_vis': 1.0473467, 'omega_b': 0.021959556, 'n_s': 0.98118992, 'A_planck': 1.0250579, 'H0': 67.4, 'ln10^{10}A_s': 3.044, 'omega_cdm': 0.12, 'tau_reio': 0.0544, 'calib_100T': 0.9968807896418033, 'calib_217T': 0.9987854453272953, 'A_pol': 1.0, 'calib_100P': 1.021, 'calib_143P': 0.966, 'calib_217P': 1.04, 'cib_index': -1.3, 'A_cib_217': 52.364935199120126, 'xi_sz_cib': 0.038970901883123514, 'A_sz': 8.609539178034929, 'ksz_norm': 3.3306690738754696e-16, 'gal545_A_100': -1.4498070260144234, 'gal545_A_143': 7.383108763739928, 'gal545_A_143_217': 16.18922997267513, 'gal545_A_217': 95.03263887378613, 'A_sbpx_100_100_TT': 1.0, 'A_sbpx_143_143_TT': 1.0, 'A_sbpx_143_217_TT': 1.0, 'A_sbpx_217_217_TT': 1.0, 'ps_A_100_100': 244.701578561326, 'ps_A_143_143': 47.70042204551848, 'ps_A_143_217': 47.0055453333466, 'ps_A_217_217': 128.41481582663408, 'galf_TE_index': -2.4, 'galf_TE_A_100': 0.17854718995853694, 'galf_TE_A_100_143': 0.252409631844941, 'galf_TE_A_100_217': 0.3938361250402106, 'galf_TE_A_143': 0.39150977221114697, 'galf_TE_A_143_217': 0.562272324131745, 'galf_TE_A_217': 1.7929744518396462, 'galf_EE_index': -2.4, 'galf_EE_A_100': 0.055, 'galf_EE_A_100_143': 0.04, 'galf_EE_A_100_217': 0.094, 'galf_EE_A_143': 0.086, 'galf_EE_A_143_217': 0.21, 'galf_EE_A_217': 0.7, 'A_cnoise_e2e_100_100_EE': 1.0, 'A_cnoise_e2e_143_143_EE': 1.0, 'A_cnoise_e2e_217_217_EE': 1.0, 'A_sbpx_100_100_EE': 1.0, 'A_sbpx_100_143_EE': 1.0, 'A_sbpx_100_217_EE': 1.0, 'A_sbpx_143_143_EE': 1.0, 'A_sbpx_143_217_EE': 1.0, 'A_sbpx_217_217_EE': 1.0}
 2026-05-10 16:36:54,265 [classy] Got parameters {'deu_damping_envelope_beta': 0.029595717, 'deu_transfer_polamp_p_vis': 1.0473467, 'omega_b': 0.021959556, 'n_s': 0.98118992, 'H0': 67.4, 'ln10^{10}A_s': 3.044, 'omega_cdm': 0.12, 'tau_reio': 0.0544}
 2026-05-10 16:36:54,265 [classy] Re-using computed results
 2026-05-10 16:36:54,265 [planck_2018_highl_plik.ttteee] Got parameters {'A_planck': 1.0250579, 'calib_100T': 0.9968807896418033, 'calib_217T': 0.9987854453272953, 'A_pol': 1.0, 'calib_100P': 1.021, 'calib_143P': 0.966, 'calib_217P': 1.04, 'cib_index': -1.3, 'A_cib_217': 52.364935199120126, 'xi_sz_cib': 0.038970901883123514, 'A_sz': 8.609539178034929, 'ksz_norm': 3.3306690738754696e-16, 'gal545_A_100': -1.4498070260144234, 'gal545_A_143': 7.383108763739928, 'gal545_A_143_217': 16.18922997267513, 'gal545_A_217': 95.03263887378613, 'A_sbpx_100_100_TT': 1.0, 'A_sbpx_143_143_TT': 1.0, 'A_sbpx_143_217_TT': 1.0, 'A_sbpx_217_217_TT': 1.0, 'ps_A_100_100': 244.701578561326, 'ps_A_143_143': 47.70042204551848, 'ps_A_143_217': 47.0055453333466, 'ps_A_217_217': 128.41481582663408, 'galf_TE_index': -2.4, 'galf_TE_A_100': 0.17854718995853694, 'galf_TE_A_100_143': 0.252409631844941, 'galf_TE_A_100_217': 0.3938361250402106, 'galf_TE_A_143': 0.39150977221114697, 'galf_TE_A_143_217': 0.562272324131745, 'gal",audit_full_plik_nuisance_profile/20260510T233506Z/deu_full_map_likelihood_profile.bestfit.txt,1,31,1.0,1545.775,0.99689556,0.99963936,53.374115,0.2249928,9.4602303,1.110223e-16,-1.4526257,7.8589073,18.912684,99.22891,235.8715,48.514199,51.430413,125.88728,0.18180143,0.25916664,0.43862342,0.39838341,0.59450845,1.847063,2960.9668,65.29156,61.509085,3.7824758,2960.9668,2517.735,26.588767,397.8372,18.805833
