null_label,method,n_iter,mean_logBF,std_logBF,q05_logBF,q16_logBF,q50_logBF,q84_logBF,q95_logBF,q95_abs_logBF,max_abs_logBF
deu_combined_random_split,diagonal_covariance_laplace,200,0.005037472687516242,0.06120622294243065,-0.09418335078889299,-0.06433416195367045,0.012057969834017968,0.06639825003339865,0.09294632633163355,0.10986974044340624,0.1772960114703892
deu_combined_random_split,full_covariance_laplace,200,0.005608446812302077,0.061940459874871005,-0.09206063450699843,-0.06462341819641551,0.011645097125551729,0.06373266647335185,0.09902171959223545,0.11043557803239422,0.18530325425570027
deu_combined_random_split,iqr_diagonal_laplace,200,0.003346615257689791,0.08562140247535414,-0.14511044438258408,-0.07692328611665289,0.004996155557989823,0.09529678945563319,0.1338040414600186,0.16041071586155906,0.22429915955410706
native_combined_random_split,diagonal_covariance_laplace,200,-0.006198731427805342,0.4743050058060917,-0.8135031800318984,-0.4726784307401249,0.008100516724709905,0.4930084260020976,0.7077446777050511,0.8741899361588243,1.4803669091662641
native_combined_random_split,full_covariance_laplace,200,-0.006148190325347969,0.4736349815117215,-0.812357454098128,-0.47202389125383887,0.008990906042981806,0.4912993149722297,0.7070401074678556,0.8722074486963484,1.4798014097306122
native_combined_random_split,iqr_diagonal_laplace,200,-0.0011478459348933257,0.10162973366993044,-0.1573577613459463,-0.10591176947321401,-0.002909141031011586,0.11846469291885568,0.15789497318951357,0.17718665431187325,0.2758023491799122
