pair,method,group_a,group_b,logZ_a,logZ_b,logBF_a_minus_b,abs_logBF,minuslogpost_min_a,minuslogpost_min_b,map_logpost_gap_a_minus_b,null_label,iteration
native_combined_random_split_perm083,full_covariance_laplace,native_combined_random_split_perm083_A,native_combined_random_split_perm083_B,-754.4036180586219,-754.052877404545,-0.3507406540768443,0.3507406540768443,729.84925,729.91096,0.06171000000006188,native_combined_random_split,83
native_combined_random_split_perm083,diagonal_covariance_laplace,native_combined_random_split_perm083_A,native_combined_random_split_perm083_B,-754.4024776358907,-754.051701706485,-0.35077592940569957,0.35077592940569957,729.84925,729.91096,0.06171000000006188,native_combined_random_split,83
native_combined_random_split_perm083,iqr_diagonal_laplace,native_combined_random_split_perm083_A,native_combined_random_split_perm083_B,-755.378732695962,-755.4030868370694,0.0243541411074375,0.0243541411074375,729.84925,729.91096,0.06171000000006188,native_combined_random_split,83
native_combined_random_split_perm084,full_covariance_laplace,native_combined_random_split_perm084_A,native_combined_random_split_perm084_B,-754.2339117160597,-754.1939915506514,-0.03992016540826171,0.03992016540826171,729.97341,729.84925,-0.12415999999996075,native_combined_random_split,84
native_combined_random_split_perm084,diagonal_covariance_laplace,native_combined_random_split_perm084_A,native_combined_random_split_perm084_B,-754.2332713946047,-754.1920460908793,-0.041225303725354934,0.041225303725354934,729.97341,729.84925,-0.12415999999996075,native_combined_random_split,84
native_combined_random_split_perm084,iqr_diagonal_laplace,native_combined_random_split_perm084_A,native_combined_random_split_perm084_B,-755.4726322825801,-755.3552405194961,-0.11739176308401511,0.11739176308401511,729.97341,729.84925,-0.12415999999996075,native_combined_random_split,84
native_combined_random_split_perm085,full_covariance_laplace,native_combined_random_split_perm085_A,native_combined_random_split_perm085_B,-754.3740653499974,-754.0929624873359,-0.28110286266155526,0.28110286266155526,729.84925,729.91096,0.06171000000006188,native_combined_random_split,85
native_combined_random_split_perm085,diagonal_covariance_laplace,native_combined_random_split_perm085_A,native_combined_random_split_perm085_B,-754.3739076782074,-754.0901766965492,-0.2837309816582092,0.2837309816582092,729.84925,729.91096,0.06171000000006188,native_combined_random_split,85
native_combined_random_split_perm085,iqr_diagonal_laplace,native_combined_random_split_perm085_A,native_combined_random_split_perm085_B,-755.30710638764,-755.4895480404676,0.18244165282760605,0.18244165282760605,729.84925,729.91096,0.06171000000006188,native_combined_random_split,85
native_combined_random_split_perm086,full_covariance_laplace,native_combined_random_split_perm086_A,native_combined_random_split_perm086_B,-753.9871412574956,-754.4929510093535,0.5058097518578961,0.5058097518578961,729.84925,729.9268,0.0775499999999738,native_combined_random_split,86
native_combined_random_split_perm086,diagonal_covariance_laplace,native_combined_random_split_perm086_A,native_combined_random_split_perm086_B,-753.9848056932365,-754.4927370942181,0.5079314009816471,0.5079314009816471,729.84925,729.9268,0.0775499999999738,native_combined_random_split,86
native_combined_random_split_perm086,iqr_diagonal_laplace,native_combined_random_split_perm086_A,native_combined_random_split_perm086_B,-755.3880226964893,-755.4100043760114,0.021981679522127706,0.021981679522127706,729.84925,729.9268,0.0775499999999738,native_combined_random_split,86
native_combined_random_split_perm087,full_covariance_laplace,native_combined_random_split_perm087_A,native_combined_random_split_perm087_B,-754.5774063553914,-753.9757586177383,-0.6016477376531384,0.6016477376531384,729.84925,729.91096,0.06171000000006188,native_combined_random_split,87
native_combined_random_split_perm087,diagonal_covariance_laplace,native_combined_random_split_perm087_A,native_combined_random_split_perm087_B,-754.5771858012288,-753.9736962727931,-0.6034895284357162,0.6034895284357162,729.84925,729.91096,0.06171000000006188,native_combined_random_split,87
native_combined_random_split_perm087,iqr_diagonal_laplace,native_combined_random_split_perm087_A,native_combined_random_split_perm087_B,-755.3590795028363,-755.4047344682997,0.04565496546342729,0.04565496546342729,729.84925,729.91096,0.06171000000006188,native_combined_random_split,87
native_combined_random_split_perm088,full_covariance_laplace,native_combined_random_split_perm088_A,native_combined_random_split_perm088_B,-753.9174074704979,-754.6775153595299,0.7601078890320423,0.7601078890320423,729.84925,729.91096,0.06171000000006188,native_combined_random_split,88
native_combined_random_split_perm088,diagonal_covariance_laplace,native_combined_random_split_perm088_A,native_combined_random_split_perm088_B,-753.9150060251243,-754.6769212466335,0.7619152215091844,0.7619152215091844,729.84925,729.91096,0.06171000000006188,native_combined_random_split,88
native_combined_random_split_perm088,iqr_diagonal_laplace,native_combined_random_split_perm088_A,native_combined_random_split_perm088_B,-755.3332685246953,-755.4515381911702,0.11826966647493009,0.11826966647493009,729.84925,729.91096,0.06171000000006188,native_combined_random_split,88
native_combined_random_split_perm089,full_covariance_laplace,native_combined_random_split_perm089_A,native_combined_random_split_perm089_B,-754.0478143023694,-754.6403768264079,0.5925625240384989,0.5925625240384989,729.96766,729.84925,-0.11841000000003987,native_combined_random_split,89
native_combined_random_split_perm089,diagonal_covariance_laplace,native_combined_random_split_perm089_A,native_combined_random_split_perm089_B,-754.0442869638314,-754.6391136017885,0.5948266379571123,0.5948266379571123,729.96766,729.84925,-0.11841000000003987,native_combined_random_split,89
native_combined_random_split_perm089,iqr_diagonal_laplace,native_combined_random_split_perm089_A,native_combined_random_split_perm089_B,-755.5225052250191,-755.2944256766881,-0.2280795483310385,0.2280795483310385,729.96766,729.84925,-0.11841000000003987,native_combined_random_split,89
native_combined_random_split_perm090,full_covariance_laplace,native_combined_random_split_perm090_A,native_combined_random_split_perm090_B,-753.995824467624,-754.4837095250222,0.4878850573982163,0.4878850573982163,729.84925,729.9268,0.0775499999999738,native_combined_random_split,90
native_combined_random_split_perm090,diagonal_covariance_laplace,native_combined_random_split_perm090_A,native_combined_random_split_perm090_B,-753.9928144969534,-754.4829756111617,0.4901611142082629,0.4901611142082629,729.84925,729.9268,0.0775499999999738,native_combined_random_split,90
native_combined_random_split_perm090,iqr_diagonal_laplace,native_combined_random_split_perm090_A,native_combined_random_split_perm090_B,-755.3554163320745,-755.4532876983191,0.09787136624458981,0.09787136624458981,729.84925,729.9268,0.0775499999999738,native_combined_random_split,90
native_combined_random_split_perm091,full_covariance_laplace,native_combined_random_split_perm091_A,native_combined_random_split_perm091_B,-754.3168612780884,-754.0928844663067,-0.22397681178165385,0.22397681178165385,729.84925,729.91096,0.06171000000006188,native_combined_random_split,91
native_combined_random_split_perm091,diagonal_covariance_laplace,native_combined_random_split_perm091_A,native_combined_random_split_perm091_B,-754.3163787435661,-754.0901596425153,-0.22621910105078769,0.22621910105078769,729.84925,729.91096,0.06171000000006188,native_combined_random_split,91
native_combined_random_split_perm091,iqr_diagonal_laplace,native_combined_random_split_perm091_A,native_combined_random_split_perm091_B,-755.3488909664236,-755.4172915429854,0.06840057656177123,0.06840057656177123,729.84925,729.91096,0.06171000000006188,native_combined_random_split,91
native_combined_random_split_perm092,full_covariance_laplace,native_combined_random_split_perm092_A,native_combined_random_split_perm092_B,-754.5345528906602,-753.9813760993393,-0.5531767913208796,0.5531767913208796,729.91096,729.84925,-0.06171000000006188,native_combined_random_split,92
native_combined_random_split_perm092,diagonal_covariance_laplace,native_combined_random_split_perm092_A,native_combined_random_split_perm092_B,-754.534412567058,-753.9785400492835,-0.5558725177744464,0.5558725177744464,729.91096,729.84925,-0.06171000000006188,native_combined_random_split,92
native_combined_random_split_perm092,iqr_diagonal_laplace,native_combined_random_split_perm092_A,native_combined_random_split_perm092_B,-755.3746075604901,-755.3806798433546,0.0060722828645793925,0.0060722828645793925,729.91096,729.84925,-0.06171000000006188,native_combined_random_split,92
native_combined_random_split_perm093,full_covariance_laplace,native_combined_random_split_perm093_A,native_combined_random_split_perm093_B,-754.2455070382406,-754.1325180936124,-0.11298894462822773,0.11298894462822773,729.91096,729.84925,-0.06171000000006188,native_combined_random_split,93
native_combined_random_split_perm093,diagonal_covariance_laplace,native_combined_random_split_perm093_A,native_combined_random_split_perm093_B,-754.2447629494487,-754.1312736173354,-0.11348933211331769,0.11348933211331769,729.91096,729.84925,-0.06171000000006188,native_combined_random_split,93
native_combined_random_split_perm093,iqr_diagonal_laplace,native_combined_random_split_perm093_A,native_combined_random_split_perm093_B,-755.3193322184663,-755.4682495385575,0.1489173200911864,0.1489173200911864,729.91096,729.84925,-0.06171000000006188,native_combined_random_split,93
native_combined_random_split_perm094,full_covariance_laplace,native_combined_random_split_perm094_A,native_combined_random_split_perm094_B,-754.2896478532027,-754.0818304390684,-0.207817414134297,0.207817414134297,729.91096,729.84925,-0.06171000000006188,native_combined_random_split,94
native_combined_random_split_perm094,diagonal_covariance_laplace,native_combined_random_split_perm094_A,native_combined_random_split_perm094_B,-754.2883764081632,-754.0809100339027,-0.20746637426054804,0.20746637426054804,729.91096,729.84925,-0.06171000000006188,native_combined_random_split,94
native_combined_random_split_perm094,iqr_diagonal_laplace,native_combined_random_split_perm094_A,native_combined_random_split_perm094_B,-755.4000463121815,-755.395294424912,-0.0047518872695491154,0.0047518872695491154,729.91096,729.84925,-0.06171000000006188,native_combined_random_split,94
native_combined_random_split_perm095,full_covariance_laplace,native_combined_random_split_perm095_A,native_combined_random_split_perm095_B,-754.0673876203115,-754.3375691997949,0.27018157948339194,0.27018157948339194,729.84925,729.9268,0.0775499999999738,native_combined_random_split,95
native_combined_random_split_perm095,diagonal_covariance_laplace,native_combined_random_split_perm095_A,native_combined_random_split_perm095_B,-754.0666085431297,-754.3361763267767,0.26956778364694856,0.26956778364694856,729.84925,729.9268,0.0775499999999738,native_combined_random_split,95
native_combined_random_split_perm095,iqr_diagonal_laplace,native_combined_random_split_perm095_A,native_combined_random_split_perm095_B,-755.3264078355822,-755.4626888356207,0.13628100003847976,0.13628100003847976,729.84925,729.9268,0.0775499999999738,native_combined_random_split,95
native_combined_random_split_perm096,full_covariance_laplace,native_combined_random_split_perm096_A,native_combined_random_split_perm096_B,-754.9767809989513,-753.9953606470003,-0.9814203519509874,0.9814203519509874,729.84925,729.98197,0.132720000000063,native_combined_random_split,96
native_combined_random_split_perm096,diagonal_covariance_laplace,native_combined_random_split_perm096_A,native_combined_random_split_perm096_B,-754.976124688432,-753.9927893857918,-0.9833353026402847,0.9833353026402847,729.84925,729.98197,0.132720000000063,native_combined_random_split,96
native_combined_random_split_perm096,iqr_diagonal_laplace,native_combined_random_split_perm096_A,native_combined_random_split_perm096_B,-755.3986588705401,-755.4790079385838,0.08034906804368802,0.08034906804368802,729.84925,729.98197,0.132720000000063,native_combined_random_split,96
native_combined_random_split_perm097,full_covariance_laplace,native_combined_random_split_perm097_A,native_combined_random_split_perm097_B,-754.2820987739609,-754.1446489095563,-0.1374498644046298,0.1374498644046298,729.97341,729.84925,-0.12415999999996075,native_combined_random_split,97
native_combined_random_split_perm097,diagonal_covariance_laplace,native_combined_random_split_perm097_A,native_combined_random_split_perm097_B,-754.2800721029537,-754.1435146076967,-0.13655749525696592,0.13655749525696592,729.97341,729.84925,-0.12415999999996075,native_combined_random_split,97
native_combined_random_split_perm097,iqr_diagonal_laplace,native_combined_random_split_perm097_A,native_combined_random_split_perm097_B,-755.4840864175947,-755.3400394483967,-0.14404696919791604,0.14404696919791604,729.97341,729.84925,-0.12415999999996075,native_combined_random_split,97
native_combined_random_split_perm098,full_covariance_laplace,native_combined_random_split_perm098_A,native_combined_random_split_perm098_B,-754.355484238379,-754.0416766728599,-0.3138075655190278,0.3138075655190278,729.91096,729.84925,-0.06171000000006188,native_combined_random_split,98
native_combined_random_split_perm098,diagonal_covariance_laplace,native_combined_random_split_perm098_A,native_combined_random_split_perm098_B,-754.3548334463435,-754.0394601242268,-0.31537332211667035,0.31537332211667035,729.91096,729.84925,-0.06171000000006188,native_combined_random_split,98
native_combined_random_split_perm098,iqr_diagonal_laplace,native_combined_random_split_perm098_A,native_combined_random_split_perm098_B,-755.4853059457455,-755.3102062785836,-0.17509966716193048,0.17509966716193048,729.91096,729.84925,-0.06171000000006188,native_combined_random_split,98
native_combined_random_split_perm099,full_covariance_laplace,native_combined_random_split_perm099_A,native_combined_random_split_perm099_B,-753.9658117259061,-754.6720041256754,0.7061923997692929,0.7061923997692929,729.9268,729.84925,-0.0775499999999738,native_combined_random_split,99
native_combined_random_split_perm099,diagonal_covariance_laplace,native_combined_random_split_perm099_A,native_combined_random_split_perm099_B,-753.9635104316773,-754.6707952192214,0.7072847875441539,0.7072847875441539,729.9268,729.84925,-0.0775499999999738,native_combined_random_split,99
native_combined_random_split_perm099,iqr_diagonal_laplace,native_combined_random_split_perm099_A,native_combined_random_split_perm099_B,-755.4525240478171,-755.3456010674843,-0.10692298033279712,0.10692298033279712,729.9268,729.84925,-0.0775499999999738,native_combined_random_split,99
native_combined_random_split_perm100,full_covariance_laplace,native_combined_random_split_perm100_A,native_combined_random_split_perm100_B,-754.3695243443676,-754.1237164773288,-0.2458078670388204,0.2458078670388204,729.84925,729.97341,0.12415999999996075,native_combined_random_split,100
native_combined_random_split_perm100,diagonal_covariance_laplace,native_combined_random_split_perm100_A,native_combined_random_split_perm100_B,-754.3685640888348,-754.1222632427861,-0.24630084604871172,0.24630084604871172,729.84925,729.97341,0.12415999999996075,native_combined_random_split,100
native_combined_random_split_perm100,iqr_diagonal_laplace,native_combined_random_split_perm100_A,native_combined_random_split_perm100_B,-755.3312103218127,-755.5081421377765,0.176931815963826,0.176931815963826,729.84925,729.97341,0.12415999999996075,native_combined_random_split,100
native_combined_random_split_perm101,full_covariance_laplace,native_combined_random_split_perm101_A,native_combined_random_split_perm101_B,-754.3939583597564,-754.0467527118242,-0.34720564793224185,0.34720564793224185,729.97341,729.84925,-0.12415999999996075,native_combined_random_split,101
native_combined_random_split_perm101,diagonal_covariance_laplace,native_combined_random_split_perm101_A,native_combined_random_split_perm101_B,-754.3931256857269,-754.0453734018613,-0.34775228386558865,0.34775228386558865,729.97341,729.84925,-0.12415999999996075,native_combined_random_split,101
native_combined_random_split_perm101,iqr_diagonal_laplace,native_combined_random_split_perm101_A,native_combined_random_split_perm101_B,-755.4959781221162,-755.3386619465979,-0.15731617551830368,0.15731617551830368,729.97341,729.84925,-0.12415999999996075,native_combined_random_split,101
native_combined_random_split_perm102,full_covariance_laplace,native_combined_random_split_perm102_A,native_combined_random_split_perm102_B,-754.1204535406914,-754.2856597292808,0.1652061885894227,0.1652061885894227,729.9268,729.84925,-0.0775499999999738,native_combined_random_split,102
native_combined_random_split_perm102,diagonal_covariance_laplace,native_combined_random_split_perm102_A,native_combined_random_split_perm102_B,-754.1187693111517,-754.2847879244221,0.16601861327035294,0.16601861327035294,729.9268,729.84925,-0.0775499999999738,native_combined_random_split,102
native_combined_random_split_perm102,iqr_diagonal_laplace,native_combined_random_split_perm102_A,native_combined_random_split_perm102_B,-755.4090232095448,-755.3904403816994,-0.01858282784542098,0.01858282784542098,729.9268,729.84925,-0.0775499999999738,native_combined_random_split,102
native_combined_random_split_perm103,full_covariance_laplace,native_combined_random_split_perm103_A,native_combined_random_split_perm103_B,-754.6356124636238,-753.9078139404704,-0.7277985231534103,0.7277985231534103,729.91096,729.84925,-0.06171000000006188,native_combined_random_split,103
native_combined_random_split_perm103,diagonal_covariance_laplace,native_combined_random_split_perm103_A,native_combined_random_split_perm103_B,-754.63455916976,-753.9066010696396,-0.7279581001204178,0.7279581001204178,729.91096,729.84925,-0.06171000000006188,native_combined_random_split,103
native_combined_random_split_perm103,iqr_diagonal_laplace,native_combined_random_split_perm103_A,native_combined_random_split_perm103_B,-755.4151595795472,-755.3492261643817,-0.06593341516554574,0.06593341516554574,729.91096,729.84925,-0.06171000000006188,native_combined_random_split,103
native_combined_random_split_perm104,full_covariance_laplace,native_combined_random_split_perm104_A,native_combined_random_split_perm104_B,-754.4441548400348,-753.9922643222444,-0.4518905177903889,0.4518905177903889,729.91096,729.84925,-0.06171000000006188,native_combined_random_split,104
native_combined_random_split_perm104,diagonal_covariance_laplace,native_combined_random_split_perm104_A,native_combined_random_split_perm104_B,-754.4435255003832,-753.9898322982856,-0.453693202097611,0.453693202097611,729.91096,729.84925,-0.06171000000006188,native_combined_random_split,104
native_combined_random_split_perm104,iqr_diagonal_laplace,native_combined_random_split_perm104_A,native_combined_random_split_perm104_B,-755.4260137830285,-755.3693652059633,-0.05664857706517523,0.05664857706517523,729.91096,729.84925,-0.06171000000006188,native_combined_random_split,104
native_combined_random_split_perm105,full_covariance_laplace,native_combined_random_split_perm105_A,native_combined_random_split_perm105_B,-754.155835996554,-754.313125673113,0.15728967655900306,0.15728967655900306,729.97341,729.84925,-0.12415999999996075,native_combined_random_split,105
native_combined_random_split_perm105,diagonal_covariance_laplace,native_combined_random_split_perm105_A,native_combined_random_split_perm105_B,-754.1536822491906,-754.312330468781,0.1586482195904182,0.1586482195904182,729.97341,729.84925,-0.12415999999996075,native_combined_random_split,105
native_combined_random_split_perm105,iqr_diagonal_laplace,native_combined_random_split_perm105_A,native_combined_random_split_perm105_B,-755.4988285064854,-755.3567051685712,-0.1421233379141995,0.1421233379141995,729.97341,729.84925,-0.12415999999996075,native_combined_random_split,105
native_combined_random_split_perm106,full_covariance_laplace,native_combined_random_split_perm106_A,native_combined_random_split_perm106_B,-754.2897407591033,-754.1036246648328,-0.18611609427057374,0.18611609427057374,729.9268,729.84925,-0.0775499999999738,native_combined_random_split,106
native_combined_random_split_perm106,diagonal_covariance_laplace,native_combined_random_split_perm106_A,native_combined_random_split_perm106_B,-754.2885325371593,-754.1011335050994,-0.18739903205994324,0.18739903205994324,729.9268,729.84925,-0.0775499999999738,native_combined_random_split,106
native_combined_random_split_perm106,iqr_diagonal_laplace,native_combined_random_split_perm106_A,native_combined_random_split_perm106_B,-755.4167441795659,-755.3534988804661,-0.06324529909977628,0.06324529909977628,729.9268,729.84925,-0.0775499999999738,native_combined_random_split,106
native_combined_random_split_perm107,full_covariance_laplace,native_combined_random_split_perm107_A,native_combined_random_split_perm107_B,-754.7420045134396,-753.9537763218005,-0.7882281916390639,0.7882281916390639,729.84925,729.91096,0.06171000000006188,native_combined_random_split,107
native_combined_random_split_perm107,diagonal_covariance_laplace,native_combined_random_split_perm107_A,native_combined_random_split_perm107_B,-754.7401677187318,-753.9520725063404,-0.7880952123913403,0.7880952123913403,729.84925,729.91096,0.06171000000006188,native_combined_random_split,107
native_combined_random_split_perm107,iqr_diagonal_laplace,native_combined_random_split_perm107_A,native_combined_random_split_perm107_B,-755.3114159719244,-755.4556301879753,0.14421421605095475,0.14421421605095475,729.84925,729.91096,0.06171000000006188,native_combined_random_split,107
native_combined_random_split_perm108,full_covariance_laplace,native_combined_random_split_perm108_A,native_combined_random_split_perm108_B,-753.9972523324176,-754.443175223331,0.4459228909133799,0.4459228909133799,729.84925,729.91096,0.06171000000006188,native_combined_random_split,108
native_combined_random_split_perm108,diagonal_covariance_laplace,native_combined_random_split_perm108_A,native_combined_random_split_perm108_B,-753.9962450330606,-754.4418533869657,0.44560835390507236,0.44560835390507236,729.84925,729.91096,0.06171000000006188,native_combined_random_split,108
native_combined_random_split_perm108,iqr_diagonal_laplace,native_combined_random_split_perm108_A,native_combined_random_split_perm108_B,-755.3621030643785,-755.3952888029083,0.03318573852982354,0.03318573852982354,729.84925,729.91096,0.06171000000006188,native_combined_random_split,108
native_combined_random_split_perm109,full_covariance_laplace,native_combined_random_split_perm109_A,native_combined_random_split_perm109_B,-754.1353758586592,-754.247958057505,0.11258219884575738,0.11258219884575738,729.91096,729.84925,-0.06171000000006188,native_combined_random_split,109
native_combined_random_split_perm109,diagonal_covariance_laplace,native_combined_random_split_perm109_A,native_combined_random_split_perm109_B,-754.13298892569,-754.2477358035392,0.11474687784914295,0.11474687784914295,729.91096,729.84925,-0.06171000000006188,native_combined_random_split,109
native_combined_random_split_perm109,iqr_diagonal_laplace,native_combined_random_split_perm109_A,native_combined_random_split_perm109_B,-755.4396653092931,-755.3430496269687,-0.09661568232445461,0.09661568232445461,729.91096,729.84925,-0.06171000000006188,native_combined_random_split,109
native_combined_random_split_perm110,full_covariance_laplace,native_combined_random_split_perm110_A,native_combined_random_split_perm110_B,-754.0764223748073,-754.3493030484273,0.2728806736199658,0.2728806736199658,729.84925,729.96766,0.11841000000003987,native_combined_random_split,110
native_combined_random_split_perm110,diagonal_covariance_laplace,native_combined_random_split_perm110_A,native_combined_random_split_perm110_B,-754.07565574919,-754.3476122758307,0.27195652664067893,0.27195652664067893,729.84925,729.96766,0.11841000000003987,native_combined_random_split,110
native_combined_random_split_perm110,iqr_diagonal_laplace,native_combined_random_split_perm110_A,native_combined_random_split_perm110_B,-755.3089477044937,-755.5064520388598,0.19750433436615822,0.19750433436615822,729.84925,729.96766,0.11841000000003987,native_combined_random_split,110
native_combined_random_split_perm111,full_covariance_laplace,native_combined_random_split_perm111_A,native_combined_random_split_perm111_B,-754.1736185444838,-754.1914814541826,0.017862909698806106,0.017862909698806106,729.84925,729.91096,0.06171000000006188,native_combined_random_split,111
native_combined_random_split_perm111,diagonal_covariance_laplace,native_combined_random_split_perm111_A,native_combined_random_split_perm111_B,-754.1723932366608,-754.1906599186541,0.018266681993281964,0.018266681993281964,729.84925,729.91096,0.06171000000006188,native_combined_random_split,111
native_combined_random_split_perm111,iqr_diagonal_laplace,native_combined_random_split_perm111_A,native_combined_random_split_perm111_B,-755.4137376011358,-755.3798941582016,-0.03384344293419872,0.03384344293419872,729.84925,729.91096,0.06171000000006188,native_combined_random_split,111
native_combined_random_split_perm112,full_covariance_laplace,native_combined_random_split_perm112_A,native_combined_random_split_perm112_B,-754.0530616010625,-754.4352144966916,0.3821528956291331,0.3821528956291331,729.84925,730.00927,0.16002000000003136,native_combined_random_split,112
native_combined_random_split_perm112,diagonal_covariance_laplace,native_combined_random_split_perm112_A,native_combined_random_split_perm112_B,-754.0506261185157,-754.4343440425826,0.3837179240669002,0.3837179240669002,729.84925,730.00927,0.16002000000003136,native_combined_random_split,112
native_combined_random_split_perm112,iqr_diagonal_laplace,native_combined_random_split_perm112_A,native_combined_random_split_perm112_B,-755.3368543133266,-755.5745887282562,0.237734414929605,0.237734414929605,729.84925,730.00927,0.16002000000003136,native_combined_random_split,112
native_combined_random_split_perm113,full_covariance_laplace,native_combined_random_split_perm113_A,native_combined_random_split_perm113_B,-754.1965066949276,-754.1719141032924,-0.024592591635268946,0.024592591635268946,729.84925,729.91096,0.06171000000006188,native_combined_random_split,113
native_combined_random_split_perm113,diagonal_covariance_laplace,native_combined_random_split_perm113_A,native_combined_random_split_perm113_B,-754.1960607723079,-754.1700116145013,-0.026049157806596668,0.026049157806596668,729.84925,729.91096,0.06171000000006188,native_combined_random_split,113
native_combined_random_split_perm113,iqr_diagonal_laplace,native_combined_random_split_perm113_A,native_combined_random_split_perm113_B,-755.3903151998242,-755.3752144028578,-0.01510079696640787,0.01510079696640787,729.84925,729.91096,0.06171000000006188,native_combined_random_split,113
native_combined_random_split_perm114,full_covariance_laplace,native_combined_random_split_perm114_A,native_combined_random_split_perm114_B,-754.2502633087963,-754.1275713472394,-0.12269196155693862,0.12269196155693862,729.84925,729.91096,0.06171000000006188,native_combined_random_split,114
native_combined_random_split_perm114,diagonal_covariance_laplace,native_combined_random_split_perm114_A,native_combined_random_split_perm114_B,-754.2479843787762,-754.126115546231,-0.12186883254526037,0.12186883254526037,729.84925,729.91096,0.06171000000006188,native_combined_random_split,114
native_combined_random_split_perm114,iqr_diagonal_laplace,native_combined_random_split_perm114_A,native_combined_random_split_perm114_B,-755.3704449415537,-755.3991192920895,0.02867435053576628,0.02867435053576628,729.84925,729.91096,0.06171000000006188,native_combined_random_split,114
native_combined_random_split_perm115,full_covariance_laplace,native_combined_random_split_perm115_A,native_combined_random_split_perm115_B,-754.1060800918435,-754.2566402910799,0.15056019923633812,0.15056019923633812,729.84925,729.91096,0.06171000000006188,native_combined_random_split,115
native_combined_random_split_perm115,diagonal_covariance_laplace,native_combined_random_split_perm115_A,native_combined_random_split_perm115_B,-754.105445425602,-754.2550500864717,0.14960466086961333,0.14960466086961333,729.84925,729.91096,0.06171000000006188,native_combined_random_split,115
native_combined_random_split_perm115,iqr_diagonal_laplace,native_combined_random_split_perm115_A,native_combined_random_split_perm115_B,-755.3186467967843,-755.4643260679676,0.1456792711833259,0.1456792711833259,729.84925,729.91096,0.06171000000006188,native_combined_random_split,115
native_combined_random_split_perm116,full_covariance_laplace,native_combined_random_split_perm116_A,native_combined_random_split_perm116_B,-753.9577356147188,-754.6675408555942,0.7098052408754256,0.7098052408754256,729.91096,729.84925,-0.06171000000006188,native_combined_random_split,116
native_combined_random_split_perm116,diagonal_covariance_laplace,native_combined_random_split_perm116_A,native_combined_random_split_perm116_B,-753.9562619378769,-754.6670635475667,0.7108016096898382,0.7108016096898382,729.91096,729.84925,-0.06171000000006188,native_combined_random_split,116
native_combined_random_split_perm116,iqr_diagonal_laplace,native_combined_random_split_perm116_A,native_combined_random_split_perm116_B,-755.4150407087196,-755.3491769462146,-0.065863762505046,0.065863762505046,729.91096,729.84925,-0.06171000000006188,native_combined_random_split,116
native_combined_random_split_perm117,full_covariance_laplace,native_combined_random_split_perm117_A,native_combined_random_split_perm117_B,-754.1928055650379,-754.1730372255274,-0.01976833951050594,0.01976833951050594,729.91096,729.84925,-0.06171000000006188,native_combined_random_split,117
native_combined_random_split_perm117,diagonal_covariance_laplace,native_combined_random_split_perm117_A,native_combined_random_split_perm117_B,-754.1911325353177,-754.1724501058604,-0.01868242945727161,0.01868242945727161,729.91096,729.84925,-0.06171000000006188,native_combined_random_split,117
native_combined_random_split_perm117,iqr_diagonal_laplace,native_combined_random_split_perm117_A,native_combined_random_split_perm117_B,-755.4144477949219,-755.3582417433629,-0.056206051559001935,0.056206051559001935,729.91096,729.84925,-0.06171000000006188,native_combined_random_split,117
native_combined_random_split_perm118,full_covariance_laplace,native_combined_random_split_perm118_A,native_combined_random_split_perm118_B,-754.2127764048763,-754.2209034367734,0.008127031897060988,0.008127031897060988,729.84925,729.97341,0.12415999999996075,native_combined_random_split,118
native_combined_random_split_perm118,diagonal_covariance_laplace,native_combined_random_split_perm118_A,native_combined_random_split_perm118_B,-754.2113982526224,-754.220120045436,0.008721792813616958,0.008721792813616958,729.84925,729.97341,0.12415999999996075,native_combined_random_split,118
native_combined_random_split_perm118,iqr_diagonal_laplace,native_combined_random_split_perm118_A,native_combined_random_split_perm118_B,-755.3349646285056,-755.486883993896,0.15191936539031303,0.15191936539031303,729.84925,729.97341,0.12415999999996075,native_combined_random_split,118
native_combined_random_split_perm119,full_covariance_laplace,native_combined_random_split_perm119_A,native_combined_random_split_perm119_B,-754.0410584282203,-754.3646514916771,0.3235930634568831,0.3235930634568831,729.91096,729.84925,-0.06171000000006188,native_combined_random_split,119
native_combined_random_split_perm119,diagonal_covariance_laplace,native_combined_random_split_perm119_A,native_combined_random_split_perm119_B,-754.040389477362,-754.3628280087917,0.32243853142961143,0.32243853142961143,729.91096,729.84925,-0.06171000000006188,native_combined_random_split,119
native_combined_random_split_perm119,iqr_diagonal_laplace,native_combined_random_split_perm119_A,native_combined_random_split_perm119_B,-755.3816675543012,-755.422882828435,0.04121527413383319,0.04121527413383319,729.91096,729.84925,-0.06171000000006188,native_combined_random_split,119
native_combined_random_split_perm120,full_covariance_laplace,native_combined_random_split_perm120_A,native_combined_random_split_perm120_B,-754.2784278489975,-754.0945252787675,-0.18390257022997503,0.18390257022997503,729.91096,729.84925,-0.06171000000006188,native_combined_random_split,120
native_combined_random_split_perm120,diagonal_covariance_laplace,native_combined_random_split_perm120_A,native_combined_random_split_perm120_B,-754.2777807279816,-754.092951566934,-0.18482916104767355,0.18482916104767355,729.91096,729.84925,-0.06171000000006188,native_combined_random_split,120
native_combined_random_split_perm120,iqr_diagonal_laplace,native_combined_random_split_perm120_A,native_combined_random_split_perm120_B,-755.4204955671876,-755.3538929588067,-0.06660260838089016,0.06660260838089016,729.91096,729.84925,-0.06171000000006188,native_combined_random_split,120
