computed_method,computed_logBF_deu_minus_native,computed_logZ_deu,computed_logZ_native,official_estimator_id,official_logBF_deu_minus_native,official_logZ_deu,official_logZ_native,computed_minus_official_logBF
full_covariance_laplace,147.25112157817694,-606.8986150731212,-754.1497366512981,formal_laplace_full_covariance_crosscheck,158.76404705020616,-576.0487181192134,-734.8127651694195,-11.512925472029224
