source,parameter,display_name,n_values,weighted_mean,weighted_sd,q025,q160,q500,q840,q975,min,max
combined_recomputed,deu_damping_envelope_beta,beta,4000,0.02949121724807528,0.0005524725209021037,0.028567552,0.028849905,0.029503285,0.030128599,0.030423268,0.028503605,0.030499613
combined_recomputed,deu_transfer_polamp_p_vis,p_vis,4000,1.0474182267750214,0.001318023057604206,1.0452071,1.0459375,1.0473475,1.048932,1.0498123,1.0450006,1.0499778
combined_recomputed,omega_b,omega_b,4000,0.021980020954662106,4.953628242491131e-05,0.021905925,0.021927323,0.021972856,0.0220347,0.022084005,0.021900233,0.022099565
combined_recomputed,n_s,n_s,4000,0.9815232201591104,0.0005680687805706126,0.98056612,0.98086835,0.9815207,0.98217567,0.98247175,0.98050506,0.98249805
combined_recomputed,A_planck,A_planck,4000,1.0250557243798117,0.0008464612795648388,1.0233787,1.0242044,1.0250715,1.0259026,1.0267361,1.0223195,1.028335
