deu_log_evidence_independent_validation,native_log_evidence_independent_validation,log_bayes_factor_independent_validation_deu_minus_native,formal_log_bayes_factor_lineage,proxy_log_bayes_factor_lineage,source_manifest_key
-542.2974790661433,-711.3038876870044,169.00640862086107,158.76404705020616,158.76404705020616,handoff_manifest
