parameter,display_name,deu_mean,native_mean,deu_minus_native_mean,deu_sd,native_sd,mean_shift_over_quadrature_sd,deu_q160,deu_q500,deu_q840,native_q160,native_q500,native_q840,interpretation_limit
omega_b,omega_b,0.021980020954662106,0.021934116700883653,4.59042537784525e-05,4.953628242491131e-05,2.8648401127727596e-05,0.8021868092973446,0.021927323,0.021972856,0.0220347,0.021907334,0.02192558,0.021965164,descriptive posterior comparison only; not model evidence or superiority
n_s,n_s,0.9815232201591104,0.9817776301030928,-0.00025440994398240324,0.0005680687805706126,0.000515600514952671,-0.33162240523940184,0.98086835,0.9815207,0.98217567,0.98117982,0.98186963,0.98230608,descriptive posterior comparison only; not model evidence or superiority
A_planck,A_planck,1.0250557243798117,1.0200422931369661,0.00501343124284559,0.0008464612795648388,0.00012027435537001794,5.863912474630909,1.0242044,1.0250715,1.0259026,1.0200057,1.0200261,1.02007,descriptive posterior comparison only; not model evidence or superiority
deu_damping_envelope_beta,beta,0.02949121724807528,,,0.0005524725209021037,,,0.028849905,0.029503285,0.030128599,,,,DEU-only shape parameter; no native analogue
deu_transfer_polamp_p_vis,p_vis,1.0474182267750214,,,0.001318023057604206,,,1.0459375,1.0473475,1.048932,,,,DEU-only shape parameter; no native analogue
