comparison,bundle,native_loglike,deu_working_lock_loglike,native_minus_deu,finite,interpretation_allowed,note
native_fixed_reference_minus_deu_working_lock,plik_TTTEEE_lite,-682.6862841492145,-382.30201119323436,-300.3842729559802,True,False,"Reference delta only; not a Bayes factor, not evidence, and not model superiority."
native_fixed_reference_minus_deu_working_lock,lowl_available,-207.84360434887708,-212.1379932252806,4.294388876403531,True,False,"Reference delta only; not a Bayes factor, not evidence, and not model superiority."
native_fixed_reference_minus_deu_working_lock,lensing_native,-10.05829195887283,-9.388064537163515,-0.6702274217093152,True,False,"Reference delta only; not a Bayes factor, not evidence, and not model superiority."
native_fixed_reference_minus_deu_working_lock,lowl_plus_plik_TTTEEE_lite,-890.5298884980916,-594.440004418515,-296.0898840795767,True,False,"Reference delta only; not a Bayes factor, not evidence, and not model superiority."
native_fixed_reference_minus_deu_working_lock,lowl_plik_TTTEEE_lite_lensing_native,-900.5881804569644,-603.8280689556785,-296.7601115012859,True,False,"Reference delta only; not a Bayes factor, not evidence, and not model superiority."
