estimator_id,formal_crosscheck_logbf,stage3b23_24_proxy_logbf,delta_vs_proxy,claim_status
formal_laplace_full_covariance_crosscheck,158.76404705020616,158.76404705020616,0.0,comparison_recorded_result_gate_required
formal_laplace_diagonal_covariance_crosscheck,158.82381033749346,158.76404705020616,0.05976328728729641,comparison_recorded_result_gate_required
formal_laplace_iqr_diagonal_crosscheck,160.54322381134114,158.76404705020616,1.779176761134977,comparison_recorded_result_gate_required
