branch,claim_role,A_planck_fixed,chain_label,yaml,output_prefix,refs,max_samples
Agraph_1p02505572438,candidate_graph_refractive_index,1.02505572438,chain01_center,audit_deu_Aplanck_delta/20260511T034545Z/deu_Agraph_1p02505572438_chain01_center.yaml,audit_deu_Aplanck_delta/20260511T034545Z/deu_Agraph_1p02505572438_chain01_center,"{""deu_damping_envelope_beta"": 0.03, ""deu_transfer_polamp_p_vis"": 1.0475, ""n_s"": 0.981875, ""omega_b"": 0.022}",2000
Agraph_1p02505572438,candidate_graph_refractive_index,1.02505572438,chain02_offset,audit_deu_Aplanck_delta/20260511T034545Z/deu_Agraph_1p02505572438_chain02_offset.yaml,audit_deu_Aplanck_delta/20260511T034545Z/deu_Agraph_1p02505572438_chain02_offset,"{""deu_damping_envelope_beta"": 0.029, ""deu_transfer_polamp_p_vis"": 1.049, ""n_s"": 0.98085, ""omega_b"": 0.02193}",2000
Acontinuum_1p00000000000,continuum_normalized_transfer_amplitude,1.0,chain01_stageF_boundary_hint,audit_deu_Aplanck_delta/20260511T034545Z/deu_Acontinuum_1p00000000000_chain01_stageF_boundary_hint.yaml,audit_deu_Aplanck_delta/20260511T034545Z/deu_Acontinuum_1p00000000000_chain01_stageF_boundary_hint,"{""deu_damping_envelope_beta"": 0.03045, ""deu_transfer_polamp_p_vis"": 1.0451, ""n_s"": 0.98055, ""omega_b"": 0.02209}",2000
Acontinuum_1p00000000000,continuum_normalized_transfer_amplitude,1.0,chain02_opposite_offset,audit_deu_Aplanck_delta/20260511T034545Z/deu_Acontinuum_1p00000000000_chain02_opposite_offset.yaml,audit_deu_Aplanck_delta/20260511T034545Z/deu_Acontinuum_1p00000000000_chain02_opposite_offset,"{""deu_damping_envelope_beta"": 0.0289, ""deu_transfer_polamp_p_vis"": 1.049, ""n_s"": 0.9821, ""omega_b"": 0.02193}",2000
