branch,claim_role,A_planck_fixed,chain_label,yaml,output_prefix,exit_status,stdout_path,stdout_tail,chain_file,n_rows,n_cols,minuslogpost_min
Agraph_1p02505572438,candidate_graph_refractive_index,1.02505572438,chain01_center,audit_deu_Aplanck_delta/20260511T034545Z/deu_Agraph_1p02505572438_chain01_center.yaml,audit_deu_Aplanck_delta/20260511T034545Z/deu_Agraph_1p02505572438_chain01_center,0,audit_deu_Aplanck_delta/20260511T034545Z/deu_Agraph_1p02505572438_chain01_center.stdout.txt," 2026-05-10 21:33:02,859 [planck_2018_lowl.tt] Got parameters {'A_planck': 1.02505572438}
 2026-05-10 21:33:02,859 [planck_2018_lowl.tt] Computing new state
 2026-05-10 21:33:02,860 [planck_2018_lowl.tt] Computed log-likelihood = -13.154089020932133
 2026-05-10 21:33:02,860 [planck_2018_lowl.ee] Got parameters {'A_planck': 1.02505572438}
 2026-05-10 21:33:02,860 [planck_2018_lowl.ee] Computing new state
 2026-05-10 21:33:02,860 [planck_2018_lowl.ee] Computed log-likelihood = -198.91880074613653
 2026-05-10 21:33:02,860 [planck_2018_lensing.native] Got parameters {'A_planck': 1.02505572438}
 2026-05-10 21:33:02,860 [planck_2018_lensing.native] Computing new state
 2026-05-10 21:33:02,860 [planck_2018_lensing.native] Computed log-likelihood = -9.61171403272925
 2026-05-10 21:33:02,860 [model] Computed derived parameters: {'chi2__CMB': 1208.3260912777787}
 2026-05-10 21:33:02,860 [mcmc] New sample, #1996: 
   deu_damping_envelope_beta:0.02856985, deu_transfer_polamp_p_vis:1.047042, omega_b:0.02196735, n_s:0.9821279
 2026-05-10 21:33:02,861 [model] Posterior to be computed for parameters {'deu_damping_envelope_beta': np.float64(0.029394350853428914), 'deu_transfer_polamp_p_vis': np.float64(1.0488516197114937), 'omega_b': np.float64(0.02188348288960381), 'n_s': np.float64(0.9813663181217135)}
 2026-05-10 21:33:02,861 [prior] Evaluating prior at array([0.02939435, 1.04885162, 0.02188348, 0.98136632])
 2026-05-10 21:33:02,861 [prior] Got logpriors (internal) = -inf
 2026-05-10 21:33:02,861 [model] Posterior to be computed for parameters {'deu_damping_envelope_beta': np.float64(0.028393429734648336), 'deu_transfer_polamp_p_vis': np.float64(1.048138938977823), 'omega_b': np.float64(0.02193142605072343), 'n_s': np.float64(0.9829871049122924)}
 2026-05-10 21:33:02,861 [prior] Evaluating prior at array([0.02839343, 1.04813894, 0.02193143, 0.9829871 ])
 2026-05-10 21:33:02,861 [prior] Got logpriors (internal) = -inf
 2026-05-10 21:33:02,861 [model] Posterior to be computed for parameters {'deu_damping_envelope_beta': np.float64(0.028630413704165844), 'deu_transfer_polamp_p_vis': np.float64(1.047558754909021), 'omega_b': np.float64(0.021977990963593406), 'n_s': np.float64(0.9821831511081305)}
 2026-05-10 21:33:02,861 [prior] Evaluating prior at array([0.02863041, 1.04755875, 0.02197799, 0.98218315])
 2026-05-10 21:33:02,861 [prior] Got logpriors (internal) = 26.24472675480862
 2026-05-10 21:33:02,861 [model] Got input parameters: {'deu_damping_envelope_beta': 0.028630413704165844, 'deu_transfer_polamp_p_vis': 1.047558754909021, 'omega_b': 0.021977990963593406, 'n_s': 0.9821831511081305, 'A_planck': 1.02505572438, 'H0': 67.4, 'ln10^{10}A_s': 3.044, 'omega_cdm': 0.12, 'tau_reio': 0.0544}
 2026-05-10 21:33:02,861 [classy] Got parameters {'deu_damping_envelope_beta': 0.028630413704165844, 'deu_transfer_polamp_p_vis': 1.047558754909021, 'omega_b': 0.021977990963593406, 'n_s': 0.9821831511081305, 'H0': 67.4, 'ln10^{10}A_s': 3.044, 'omega_cdm': 0.12, 'tau_reio': 0.0544}
 2026-05-10 21:33:02,861 [classy] Computing new state
 2026-05-10 21:33:02,861 [classy] Setting parameters: {'deu_damping_envelope_beta': 0.028630413704165844, 'deu_transfer_polamp_p_vis': 1.047558754909021, 'omega_b': 0.021977990963593406, 'n_s': 0.9821831511081305, 'H0': 67.4, 'ln10^{10}A_s': 3.044, 'omega_cdm': 0.12, 'tau_reio': 0.0544, 'deu': 'yes', 'deu_allow_double_phase_hooks': 'no', 'deu_damping_envelope_hook': 'yes', 'deu_lensed_phase_hook': 'yes', 'deu_lensed_phase_profile': 2, 'deu_log10_N_today': 122.0, 'deu_perturbation_sound_speed_hook': 'yes', 'deu_photon_clock_thermo': 'yes', 'deu_polarization_source_amplitude_hook': 'no', 'deu_transfer_polamp_hook': 'yes', 'deu_use_radial_jacobian': 'yes', 'l_max_scalars': 3500, 'lensing': 'yes', 'output': 'tCl pCl lCl tCl,pCl,lCl', 'non_linear': 'hmcode'}
 2026-05-10 21:33:04,041 [planck_2018_highl_plik.ttteee_lite] Got parameters {'A_planck': 1.02505572438}
 2026-05-10 21:33:04,042 [planck_2018_highl_plik.ttteee_lite] Computing new state
 2026-05-10 21:33:04,053 [planck_2018_highl_plik.ttteee_lite] Computed log-likelihood = -382.4849638613081
 2026-05-10 21:33:04,053 [planck_2018_lowl.tt] Got parameters {'A_planck': 1.02505572438}
 2026-05-10 21:33:04,053 [planck_2018_lowl.tt] Computing new state
 2026-05-10 21:33:04,053 [planck_2018_lowl.tt] Computed log-likelihood = -13.16544290584443
 2026-05-10 21:33:04,053 [planck_2018_lowl.ee] Got parameters {'A_planck': 1.02505572438}
 2026-05-10 21:33:04,053 [planck_2018_lowl.ee] Computing new state
 2026-05-10 21:33:04,053 [planck_2018_lowl.ee] Computed log-likelihood = -198.91880074613653
 2026-05-10 21:33:04,053 [planck_2018_lensing.native] Got parameters {'A_planck': 1.02505572438}
 2026-05-10 21:33:04,053 [planck_2018_lensing.native] Computing new state
 2026-05-10 21:33:04,054 [planck_2018_lensing.native] Computed log-likelihood = -9.637943003740428
 2026-05-10 21:33:04,054 [model] Computed derived parameters: {'chi2__CMB': 1208.414301034059}
 2026-05-10 21:33:04,054 [mcmc] New sample, #1997: 
   deu_damping_envelope_beta:0.02881812, deu_transfer_polamp_p_vis:1.047609, omega_b:0.02198101, n_s:0.9822684
 2026-05-10 21:33:04,054 [model] Posterior to be computed for parameters {'deu_damping_envelope_beta': np.float64(0.028846275906632197), 'deu_transfer_polamp_p_vis': np.float64(1.0375522529271914), 'omega_b': np.float64(0.021991169924538246), 'n_s': np.float64(0.9818668431474299)}
 2026-05-10 21:33:04,054 [prior] Evaluating prior at array([0.02884628, 1.03755225, 0.02199117, 0.98186684])
 2026-05-10 21:33:04,054 [prior] Got logpriors (internal) = -inf
 2026-05-10 21:33:04,054 [model] Posterior to be computed for parameters {'deu_damping_envelope_beta': np.float64(0.028801739855502655), 'deu_transfer_polamp_p_vis': np.float64(1.0482117969829465), 'omega_b': np.float64(0.022079417403836087), 'n_s': np.float64(0.9813966838650352)}
 2026-05-10 21:33:04,054 [prior] Evaluating prior at array([0.02880174, 1.0482118 , 0.02207942, 0.98139668])
 2026-05-10 21:33:04,054 [prior] Got logpriors (internal) = 26.24472675480862
 2026-05-10 21:33:04,054 [model] Got input parameters: {'deu_damping_envelope_beta': 0.028801739855502655, 'deu_transfer_polamp_p_vis': 1.0482117969829465, 'omega_b': 0.022079417403836087, 'n_s': 0.9813966838650352, 'A_planck': 1.02505572438, 'H0': 67.4, 'ln10^{10}A_s': 3.044, 'omega_cdm': 0.12, 'tau_reio': 0.0544}
 2026-05-10 21:33:04,054 [classy] Got parameters {'deu_damping_envelope_beta': 0.028801739855502655, 'deu_transfer_polamp_p_vis': 1.0482117969829465, 'omega_b': 0.022079417403836087, 'n_s': 0.9813966838650352, 'H0': 67.4, 'ln10^{10}A_s': 3.044, 'omega_cdm': 0.12, 'tau_reio': 0.0544}
 2026-05-10 21:33:04,054 [classy] Computing new state
 2026-05-10 21:33:04,054 [classy] Setting parameters: {'deu_damping_envelope_beta': 0.028801739855502655, 'deu_transfer_polamp_p_vis': 1.0482117969829465, 'omega_b': 0.022079417403836087, 'n_s': 0.9813966838650352, 'H0': 67.4, 'ln10^{10}A_s': 3.044, 'omega_cdm': 0.12, 'tau_reio': 0.0544, 'deu': 'yes', 'deu_allow_double_phase_hooks': 'no', 'deu_damping_envelope_hook': 'yes', 'deu_lensed_phase_hook': 'yes', 'deu_lensed_phase_profile': 2, 'deu_log10_N_today': 122.0, 'deu_perturbation_sound_speed_hook': 'yes', 'deu_photon_clock_thermo': 'yes', 'deu_polarization_source_amplitude_hook': 'no', 'deu_transfer_polamp_hook': 'yes', 'deu_use_radial_jacobian': 'yes', 'l_max_scalars': 3500, 'lensing': 'yes', 'output': 'tCl pCl lCl tCl,pCl,lCl', 'non_linear': 'hmcode'}
 2026-05-10 21:33:05,232 [planck_2018_highl_plik.ttteee_lite] Got parameters {'A_planck': 1.02505572438}
 2026-05-10 21:33:05,232 [planck_2018_highl_plik.ttteee_lite] Computing new state
 2026-05-10 21:33:05,236 [planck_2018_highl_plik.ttteee_lite] Computed log-likelihood = -383.5811452307549
 2026-05-10 21:33:05,236 [planck_2018_lowl.tt] Got parameters {'A_planck': 1.02505572438}
 2026-05-10 21:33:05,236 [planck_2018_lowl.tt] Computing new state
 2026-05-10 21:33:05,237 [planck_2018_lowl.tt] Computed log-likelihood = -13.27542804834846
 2026-05-10 21:33:05,237 [planck_2018_lowl.ee] Got parameters {'A_planck': 1.02505572438}
 2026-05-10 21:33:05,237 [planck_2018_lowl.ee] Computing new state
 2026-05-10 21:33:05,237 [planck_2018_lowl.ee] Computed log-likelihood = -198.9312501064173
 2026-05-10 21:33:05,237 [planck_2018_lensing.native] Got parameters {'A_planck': 1.02505572438}
 2026-05-10 21:33:05,237 [planck_2018_lensing.native] Computing new state
 2026-05-10 21:33:05,237 [planck_2018_lensing.native] Computed log-likelihood = -9.53814609500093
 2026-05-10 21:33:05,237 [model] Computed derived parameters: {'chi2__CMB': 1210.6519389610432}
 2026-05-10 21:33:05,237 [mcmc] New sample, #1998: 
   deu_damping_envelope_beta:0.02863041, deu_transfer_polamp_p_vis:1.047559, omega_b:0.02197799, n_s:0.9821832
 2026-05-10 21:33:05,237 [model] Posterior to be computed for parameters {'deu_damping_envelope_beta': np.float64(0.0282289286592853), 'deu_transfer_polamp_p_vis': np.float64(1.0482145376954082), 'omega_b': np.float64(0.022142766954604893), 'n_s': np.float64(0.9824002108564894)}
 2026-05-10 21:33:05,237 [prior] Evaluating prior at array([0.02822893, 1.04821454, 0.02214277, 0.98240021])
 2026-05-10 21:33:05,238 [prior] Got logpriors (internal) = -inf
 2026-05-10 21:33:05,238 [model] Posterior to be computed for parameters {'deu_damping_envelope_beta': np.float64(0.029848247326405904), 'deu_transfer_polamp_p_vis': np.float64(1.0482014569423401), 'omega_b': np.float64(0.022203997775995975), 'n_s': np.float64(0.9819628966079377)}
 2026-05-10 21:33:05,238 [prior] Evaluating prior at array([0.02984825, 1.04820146, 0.022204  , 0.9819629 ])
 2026-05-10 21:33:05,238 [prior] Got logpriors (internal) = -inf
 2026-05-10 21:33:05,238 [model] Posterior to be computed for parameters {'deu_damping_envelope_beta': np.float64(0.02813099372606043), 'deu_transfer_polamp_p_vis': np.float64(1.0476832873641655), 'omega_b': np.float64(0.022115062449969934), 'n_s': np.float64(0.981412967653392)}
 2026-05-10 21:33:05,238 [prior] Evaluating prior at array([0.02813099, 1.04768329, 0.02211506, 0.98141297])
 2026-05-10 21:33:05,238 [prior] Got logpriors (internal) = -inf
 2026-05-10 21:33:05,238 [model] Posterior to be computed for parameters {'deu_damping_envelope_beta': np.float64(0.028904366946062264), 'deu_transfer_polamp_p_vis': np.float64(1.0468921710365056), 'omega_b': np.float64(0.022062338621444244), 'n_s': np.float64(0.9813622742891829)}
 2026-05-10 21:33:05,238 [prior] Evaluating prior at array([0.02890437, 1.04689217, 0.02206234, 0.98136227])
 2026-05-10 21:33:05,238 [prior] Got logpriors (internal) = 26.24472675480862
 2026-05-10 21:33:05,238 [model] Got input parameters: {'deu_damping_envelope_beta': 0.028904366946062264, 'deu_transfer_polamp_p_vis': 1.0468921710365056, 'omega_b': 0.022062338621444244, 'n_s': 0.9813622742891829, 'A_planck': 1.02505572438, 'H0': 67.4, 'ln10^{10}A_s': 3.044, 'omega_cdm': 0.12, 'tau_reio': 0.0544}
 2026-05-10 21:33:05,238 [classy] Got parameters {'deu_damping_envelope_beta': 0.028904366946062264, 'deu_transfer_polamp_p_vis': 1.0468921710365056, 'omega_b': 0.022062338621444244, 'n_s': 0.9813622742891829, 'H0': 67.4, 'ln10^{10}A_s': 3.044, 'omega_cdm': 0.12, 'tau_reio': 0.0544}
 2026-05-10 21:33:05,238 [classy] Computing new state
 2026-05-10 21:33:05,238 [classy] Setting parameters: {'deu_damping_envelope_beta': 0.028904366946062264, 'deu_transfer_polamp_p_vis': 1.0468921710365056, 'omega_b': 0.022062338621444244, 'n_s': 0.9813622742891829, 'H0': 67.4, 'ln10^{10}A_s': 3.044, 'omega_cdm': 0.12, 'tau_reio': 0.0544, 'deu': 'yes', 'deu_allow_double_phase_hooks': 'no', 'deu_damping_envelope_hook': 'yes', 'deu_lensed_phase_hook': 'yes', 'deu_lensed_phase_profile': 2, 'deu_log10_N_today': 122.0, 'deu_perturbation_sound_speed_hook': 'yes', 'deu_photon_clock_thermo': 'yes', 'deu_polarization_source_amplitude_hook': 'no', 'deu_transfer_polamp_hook': 'yes', 'deu_use_radial_jacobian': 'yes', 'l_max_scalars': 3500, 'lensing': 'yes', ",audit_deu_Aplanck_delta/20260511T034545Z/deu_Agraph_1p02505572438_chain01_center.1.txt,2000,14,577.46769
Agraph_1p02505572438,candidate_graph_refractive_index,1.02505572438,chain02_offset,audit_deu_Aplanck_delta/20260511T034545Z/deu_Agraph_1p02505572438_chain02_offset.yaml,audit_deu_Aplanck_delta/20260511T034545Z/deu_Agraph_1p02505572438_chain02_offset,0,audit_deu_Aplanck_delta/20260511T034545Z/deu_Agraph_1p02505572438_chain02_offset.stdout.txt," 2026-05-10 22:20:58,022 [model] Posterior to be computed for parameters {'deu_damping_envelope_beta': np.float64(0.028635683654034266), 'deu_transfer_polamp_p_vis': np.float64(1.047671280739334), 'omega_b': np.float64(0.02203589258016383), 'n_s': np.float64(0.9809963460039632)}
 2026-05-10 22:20:58,022 [prior] Evaluating prior at array([0.02863568, 1.04767128, 0.02203589, 0.98099635])
 2026-05-10 22:20:58,022 [prior] Got logpriors (internal) = 26.24472675480862
 2026-05-10 22:20:58,022 [model] Got input parameters: {'deu_damping_envelope_beta': 0.028635683654034266, 'deu_transfer_polamp_p_vis': 1.047671280739334, 'omega_b': 0.02203589258016383, 'n_s': 0.9809963460039632, 'A_planck': 1.02505572438, 'H0': 67.4, 'ln10^{10}A_s': 3.044, 'omega_cdm': 0.12, 'tau_reio': 0.0544}
 2026-05-10 22:20:58,022 [classy] Got parameters {'deu_damping_envelope_beta': 0.028635683654034266, 'deu_transfer_polamp_p_vis': 1.047671280739334, 'omega_b': 0.02203589258016383, 'n_s': 0.9809963460039632, 'H0': 67.4, 'ln10^{10}A_s': 3.044, 'omega_cdm': 0.12, 'tau_reio': 0.0544}
 2026-05-10 22:20:58,022 [classy] Computing new state
 2026-05-10 22:20:58,022 [classy] Setting parameters: {'deu_damping_envelope_beta': 0.028635683654034266, 'deu_transfer_polamp_p_vis': 1.047671280739334, 'omega_b': 0.02203589258016383, 'n_s': 0.9809963460039632, 'H0': 67.4, 'ln10^{10}A_s': 3.044, 'omega_cdm': 0.12, 'tau_reio': 0.0544, 'deu': 'yes', 'deu_allow_double_phase_hooks': 'no', 'deu_damping_envelope_hook': 'yes', 'deu_lensed_phase_hook': 'yes', 'deu_lensed_phase_profile': 2, 'deu_log10_N_today': 122.0, 'deu_perturbation_sound_speed_hook': 'yes', 'deu_photon_clock_thermo': 'yes', 'deu_polarization_source_amplitude_hook': 'no', 'deu_transfer_polamp_hook': 'yes', 'deu_use_radial_jacobian': 'yes', 'l_max_scalars': 3500, 'lensing': 'yes', 'output': 'tCl pCl lCl tCl,pCl,lCl', 'non_linear': 'hmcode'}
 2026-05-10 22:20:59,224 [planck_2018_highl_plik.ttteee_lite] Got parameters {'A_planck': 1.02505572438}
 2026-05-10 22:20:59,224 [planck_2018_highl_plik.ttteee_lite] Computing new state
 2026-05-10 22:20:59,224 [planck_2018_highl_plik.ttteee_lite] Computed log-likelihood = -382.7403855291939
 2026-05-10 22:20:59,225 [planck_2018_lowl.tt] Got parameters {'A_planck': 1.02505572438}
 2026-05-10 22:20:59,225 [planck_2018_lowl.tt] Computing new state
 2026-05-10 22:20:59,225 [planck_2018_lowl.tt] Computed log-likelihood = -13.325502836727566
 2026-05-10 22:20:59,225 [planck_2018_lowl.ee] Got parameters {'A_planck': 1.02505572438}
 2026-05-10 22:20:59,225 [planck_2018_lowl.ee] Computing new state
 2026-05-10 22:20:59,225 [planck_2018_lowl.ee] Computed log-likelihood = -198.93833293599943
 2026-05-10 22:20:59,225 [planck_2018_lensing.native] Got parameters {'A_planck': 1.02505572438}
 2026-05-10 22:20:59,225 [planck_2018_lensing.native] Computing new state
 2026-05-10 22:20:59,226 [planck_2018_lensing.native] Computed log-likelihood = -9.530385509681615
 2026-05-10 22:20:59,226 [model] Computed derived parameters: {'chi2__CMB': 1209.0692136232049}
 2026-05-10 22:20:59,226 [mcmc] New sample, #1997: 
   deu_damping_envelope_beta:0.02883294, deu_transfer_polamp_p_vis:1.049591, omega_b:0.02207592, n_s:0.9821917
 2026-05-10 22:20:59,226 [model] Posterior to be computed for parameters {'deu_damping_envelope_beta': np.float64(0.029059813495820028), 'deu_transfer_polamp_p_vis': np.float64(1.0487571796248192), 'omega_b': np.float64(0.022061977699511407), 'n_s': np.float64(0.9806053038283095)}
 2026-05-10 22:20:59,226 [prior] Evaluating prior at array([0.02905981, 1.04875718, 0.02206198, 0.9806053 ])
 2026-05-10 22:20:59,226 [prior] Got logpriors (internal) = 26.24472675480862
 2026-05-10 22:20:59,226 [model] Got input parameters: {'deu_damping_envelope_beta': 0.029059813495820028, 'deu_transfer_polamp_p_vis': 1.0487571796248192, 'omega_b': 0.022061977699511407, 'n_s': 0.9806053038283095, 'A_planck': 1.02505572438, 'H0': 67.4, 'ln10^{10}A_s': 3.044, 'omega_cdm': 0.12, 'tau_reio': 0.0544}
 2026-05-10 22:20:59,226 [classy] Got parameters {'deu_damping_envelope_beta': 0.029059813495820028, 'deu_transfer_polamp_p_vis': 1.0487571796248192, 'omega_b': 0.022061977699511407, 'n_s': 0.9806053038283095, 'H0': 67.4, 'ln10^{10}A_s': 3.044, 'omega_cdm': 0.12, 'tau_reio': 0.0544}
 2026-05-10 22:20:59,226 [classy] Computing new state
 2026-05-10 22:20:59,226 [classy] Setting parameters: {'deu_damping_envelope_beta': 0.029059813495820028, 'deu_transfer_polamp_p_vis': 1.0487571796248192, 'omega_b': 0.022061977699511407, 'n_s': 0.9806053038283095, 'H0': 67.4, 'ln10^{10}A_s': 3.044, 'omega_cdm': 0.12, 'tau_reio': 0.0544, 'deu': 'yes', 'deu_allow_double_phase_hooks': 'no', 'deu_damping_envelope_hook': 'yes', 'deu_lensed_phase_hook': 'yes', 'deu_lensed_phase_profile': 2, 'deu_log10_N_today': 122.0, 'deu_perturbation_sound_speed_hook': 'yes', 'deu_photon_clock_thermo': 'yes', 'deu_polarization_source_amplitude_hook': 'no', 'deu_transfer_polamp_hook': 'yes', 'deu_use_radial_jacobian': 'yes', 'l_max_scalars': 3500, 'lensing': 'yes', 'output': 'tCl pCl lCl tCl,pCl,lCl', 'non_linear': 'hmcode'}
 2026-05-10 22:21:01,528 [planck_2018_highl_plik.ttteee_lite] Got parameters {'A_planck': 1.02505572438}
 2026-05-10 22:21:01,529 [planck_2018_highl_plik.ttteee_lite] Computing new state
 2026-05-10 22:21:01,533 [planck_2018_highl_plik.ttteee_lite] Computed log-likelihood = -383.09283918415855
 2026-05-10 22:21:01,533 [planck_2018_lowl.tt] Got parameters {'A_planck': 1.02505572438}
 2026-05-10 22:21:01,533 [planck_2018_lowl.tt] Computing new state
 2026-05-10 22:21:01,533 [planck_2018_lowl.tt] Computed log-likelihood = -13.380317690364564
 2026-05-10 22:21:01,533 [planck_2018_lowl.ee] Got parameters {'A_planck': 1.02505572438}
 2026-05-10 22:21:01,533 [planck_2018_lowl.ee] Computing new state
 2026-05-10 22:21:01,533 [planck_2018_lowl.ee] Computed log-likelihood = -198.93530307173674
 2026-05-10 22:21:01,534 [planck_2018_lensing.native] Got parameters {'A_planck': 1.02505572438}
 2026-05-10 22:21:01,534 [planck_2018_lensing.native] Computing new state
 2026-05-10 22:21:01,534 [planck_2018_lensing.native] Computed log-likelihood = -9.478236005497276
 2026-05-10 22:21:01,534 [model] Computed derived parameters: {'chi2__CMB': 1209.7733919035143}
 2026-05-10 22:21:01,534 [mcmc] New sample, #1998: 
   deu_damping_envelope_beta:0.02863568, deu_transfer_polamp_p_vis:1.047671, omega_b:0.02203589, n_s:0.9809963
 2026-05-10 22:21:01,534 [model] Posterior to be computed for parameters {'deu_damping_envelope_beta': np.float64(0.027159826685038146), 'deu_transfer_polamp_p_vis': np.float64(1.0500876046266818), 'omega_b': np.float64(0.022174080603673995), 'n_s': np.float64(0.9801439607157785)}
 2026-05-10 22:21:01,534 [prior] Evaluating prior at array([0.02715983, 1.0500876 , 0.02217408, 0.98014396])
 2026-05-10 22:21:01,534 [prior] Got logpriors (internal) = -inf
 2026-05-10 22:21:01,534 [model] Posterior to be computed for parameters {'deu_damping_envelope_beta': np.float64(0.029411115650667254), 'deu_transfer_polamp_p_vis': np.float64(1.0473983172044248), 'omega_b': np.float64(0.022134412802476182), 'n_s': np.float64(0.9808131106570068)}
 2026-05-10 22:21:01,534 [prior] Evaluating prior at array([0.02941112, 1.04739832, 0.02213441, 0.98081311])
 2026-05-10 22:21:01,534 [prior] Got logpriors (internal) = -inf
 2026-05-10 22:21:01,534 [model] Posterior to be computed for parameters {'deu_damping_envelope_beta': np.float64(0.02834887104449874), 'deu_transfer_polamp_p_vis': np.float64(1.0507847164159825), 'omega_b': np.float64(0.022016976812711156), 'n_s': np.float64(0.9814315014681109)}
 2026-05-10 22:21:01,535 [prior] Evaluating prior at array([0.02834887, 1.05078472, 0.02201698, 0.9814315 ])
 2026-05-10 22:21:01,535 [prior] Got logpriors (internal) = -inf
 2026-05-10 22:21:01,535 [model] Posterior to be computed for parameters {'deu_damping_envelope_beta': np.float64(0.02996470800329124), 'deu_transfer_polamp_p_vis': np.float64(1.050978971025122), 'omega_b': np.float64(0.022054011401915107), 'n_s': np.float64(0.9801176024188745)}
 2026-05-10 22:21:01,535 [prior] Evaluating prior at array([0.02996471, 1.05097897, 0.02205401, 0.9801176 ])
 2026-05-10 22:21:01,535 [prior] Got logpriors (internal) = -inf
 2026-05-10 22:21:01,535 [model] Posterior to be computed for parameters {'deu_damping_envelope_beta': np.float64(0.029661423664842958), 'deu_transfer_polamp_p_vis': np.float64(1.0488071777836157), 'omega_b': np.float64(0.022082910919784215), 'n_s': np.float64(0.9813847613033416)}
 2026-05-10 22:21:01,535 [prior] Evaluating prior at array([0.02966142, 1.04880718, 0.02208291, 0.98138476])
 2026-05-10 22:21:01,535 [prior] Got logpriors (internal) = 26.24472675480862
 2026-05-10 22:21:01,535 [model] Got input parameters: {'deu_damping_envelope_beta': 0.029661423664842958, 'deu_transfer_polamp_p_vis': 1.0488071777836157, 'omega_b': 0.022082910919784215, 'n_s': 0.9813847613033416, 'A_planck': 1.02505572438, 'H0': 67.4, 'ln10^{10}A_s': 3.044, 'omega_cdm': 0.12, 'tau_reio': 0.0544}
 2026-05-10 22:21:01,535 [classy] Got parameters {'deu_damping_envelope_beta': 0.029661423664842958, 'deu_transfer_polamp_p_vis': 1.0488071777836157, 'omega_b': 0.022082910919784215, 'n_s': 0.9813847613033416, 'H0': 67.4, 'ln10^{10}A_s': 3.044, 'omega_cdm': 0.12, 'tau_reio': 0.0544}
 2026-05-10 22:21:01,535 [classy] Computing new state
 2026-05-10 22:21:01,535 [classy] Setting parameters: {'deu_damping_envelope_beta': 0.029661423664842958, 'deu_transfer_polamp_p_vis': 1.0488071777836157, 'omega_b': 0.022082910919784215, 'n_s': 0.9813847613033416, 'H0': 67.4, 'ln10^{10}A_s': 3.044, 'omega_cdm': 0.12, 'tau_reio': 0.0544, 'deu': 'yes', 'deu_allow_double_phase_hooks': 'no', 'deu_damping_envelope_hook': 'yes', 'deu_lensed_phase_hook': 'yes', 'deu_lensed_phase_profile': 2, 'deu_log10_N_today': 122.0, 'deu_perturbation_sound_speed_hook': 'yes', 'deu_photon_clock_thermo': 'yes', 'deu_polarization_source_amplitude_hook': 'no', 'deu_transfer_polamp_hook': 'yes', 'deu_use_radial_jacobian': 'yes', 'l_max_scalars': 3500, 'lensing': 'yes', 'output': 'tCl pCl lCl tCl,pCl,lCl', 'non_linear': 'hmcode'}
 2026-05-10 22:21:02,706 [planck_2018_highl_plik.ttteee_lite] Got parameters {'A_planck': 1.02505572438}
 2026-05-10 22:21:02,706 [planck_2018_highl_plik.ttteee_lite] Computing new state
 2026-05-10 22:21:02,712 [planck_2018_highl_plik.ttteee_lite] Computed log-likelihood = -383.5835208092475
 2026-05-10 22:21:02,712 [planck_2018_lowl.tt] Got parameters {'A_planck': 1.02505572438}
 2026-05-10 22:21:02,712 [planck_2018_lowl.tt] Computing new state
 2026-05-10 22:21:02,712 [planck_2018_lowl.tt] Computed log-likelihood = -13.277562963570944
 2026-05-10 22:21:02,712 [planck_2018_lowl.ee] Got parameters {'A_planck': 1.02505572438}
 2026-05-10 22:21:02,712 [planck_2018_lowl.ee] Computing new state
 2026-05-10 22:21:02,712 [planck_2018_lowl.ee] Computed log-likelihood = -198.9217728646499
 2026-05-10 22:21:02,713 [planck_2018_lensing.native] Got parameters {'A_planck': 1.02505572438}
 2026-05-10 22:21:02,713 [planck_2018_lensing.native] Computing new state
 2026-05-10 22:21:02,713 [planck_2018_lensing.native] Computed log-likelihood = -9.418654197010543
 2026-05-10 22:21:02,713 [model] Computed derived parameters: {'chi2__CMB': 1210.403021668958}
 2026-05-10 22:21:02,713 [mcmc] New sample, #1999: 
   deu_damping_envelope_beta:0.02905981, deu_transfer_polamp_p_vis:1.048757, omega_b:0.02206198, n_s:0.9806053
 2026-05-10 22:21:02,713 [model] Posterior to be computed for parameters {'deu_damping_envelope_beta': np.float64(0.029414032248531764), 'deu_transfer_polamp_p_vis': np.float64(1.0497470017444452), 'omega_b': np.float64(0.022149182606180217), 'n_s': np.float64(0.9814009632000211)}
 2026-05-10 22:21:02,713 [prior] Evaluating prior at array([0.02941403, 1.049747  , 0.02214918, 0.98140096])
 2026-05-10 22:21:02,713 [prior] Got logpriors (internal) = -inf
 2026-05-10 22:21:02,713 [model] Posterior to be computed for parameters {'deu_damping_envelope_",audit_deu_Aplanck_delta/20260511T034545Z/deu_Agraph_1p02505572438_chain02_offset.1.txt,2000,14,577.47844
