branch,A_planck,logZ,minuslogpost_min,mean_chi2,mean_highl_chi2,mean_lowl_TT,mean_lowl_EE,mean_lensing,mean_beta,mean_p_vis,mean_omega_b,mean_n_s
Exact 41/40,1.025,-605.2796943780609,577.45368,1208.66831463601,765.4159917254793,26.52373476555988,397.842568741317,18.886018960683522,0.029588384274520697,1.0475328700125033,0.02198131200465407,0.9814885676298971
Measured graph branch,1.02505572438,-605.3492997164919,577.46769,1208.6012186902835,765.3772314802293,26.5262052048361,397.8420125775393,18.855769232764956,0.02953328781758048,1.047464555100691,0.021978927070483614,0.9814386241650741
Continuum A=1,1.0,-1116.7424077029177,1083.2361,2226.0168393286785,1743.7310807452986,32.380636744987555,397.88234378145745,52.02277688191372,0.030421344725940266,1.0452258272711559,0.022082269869849284,0.9807261154120576
