comparison,method,logBF_a_minus_b,minuslogpost_gap_b_minus_a,mean_gap_b_minus_a_chi2,mean_gap_b_minus_a_highl_TTTEEE_lite_chi2
Aexact_41over40_minus_Aposterior_1p02505572438,full_covariance_laplace,0.06960533843107441,0.014009999999984757,-0.06709594572657807,-0.038760245250045955
Aexact_41over40_minus_Acontinuum_1p00000000000,full_covariance_laplace,511.4627133,505.78242,1017.348525,978.315089
Aposterior_1p02505572438_minus_Acontinuum_1p00000000000,full_covariance_laplace,511.3931079864258,505.76841000000013,1017.415620638395,978.3538492650694
