model,likelihood_kind,objective,A_planck_prior_min,A_planck_prior_max,A_planck_ref_start,yaml,output_prefix,exit_status,stdout_path,stdout_tail,result_file,n_result_rows,n_result_cols,weight,minuslogpost,deu_damping_envelope_beta,deu_transfer_polamp_p_vis,omega_b,n_s,A_planck,chi2__CMB,minuslogprior,minuslogprior__0,chi2,chi2__planck_2018_highl_plik.TTTEEE_lite,chi2__planck_2018_lowl.TT,chi2__planck_2018_lowl.EE,chi2__planck_2018_lensing.native,chi2__planck_2018_highl_plik.TTTEEE,calib_100T,calib_217T,A_cib_217,xi_sz_cib,A_sz,ksz_norm,gal545_A_100,gal545_A_143,gal545_A_143_217,gal545_A_217,ps_A_100_100,ps_A_143_143,ps_A_143_217,ps_A_217_217,galf_TE_A_100,galf_TE_A_100_143,galf_TE_A_100_217,galf_TE_A_143,galf_TE_A_143_217,galf_TE_A_217,minuslogprior__SZ
deu,lite,posterior_profile,0.98,1.03,1.0,audit_Aplanck_broad_profile/20260511T013327Z/deu_lite_Abroad_ref1p0_posterior_profile.yaml,audit_Aplanck_broad_profile/20260511T013327Z/deu_lite_Abroad_ref1p0_posterior_profile,0,audit_Aplanck_broad_profile/20260511T013327Z/deu_lite_Abroad_ref1p0_posterior_profile.stdout.txt," 2026-05-10 18:36:19,519 [model] Posterior to be computed for parameters {'deu_damping_envelope_beta': np.float64(0.0305), 'deu_transfer_polamp_p_vis': np.float64(1.047810146043322), 'omega_b': np.float64(0.021978689416731433), 'n_s': np.float64(0.9810882685483394), 'A_planck': np.float64(1.0247318929061475)}
 2026-05-10 18:36:19,519 [prior] Evaluating prior at array([0.0305    , 1.04781015, 0.02197869, 0.98108827, 1.02473189])
 2026-05-10 18:36:19,519 [prior] Got logpriors (internal) = 29.24045902836261
 2026-05-10 18:36:19,519 [model] Got input parameters: {'deu_damping_envelope_beta': 0.0305, 'deu_transfer_polamp_p_vis': 1.047810146043322, 'omega_b': 0.021978689416731433, 'n_s': 0.9810882685483394, 'A_planck': 1.0247318929061475, 'H0': 67.4, 'ln10^{10}A_s': 3.044, 'omega_cdm': 0.12, 'tau_reio': 0.0544}
 2026-05-10 18:36:19,519 [classy] Got parameters {'deu_damping_envelope_beta': 0.0305, 'deu_transfer_polamp_p_vis': 1.047810146043322, 'omega_b': 0.021978689416731433, 'n_s': 0.9810882685483394, 'H0': 67.4, 'ln10^{10}A_s': 3.044, 'omega_cdm': 0.12, 'tau_reio': 0.0544}
 2026-05-10 18:36:19,519 [classy] Computing new state
 2026-05-10 18:36:19,519 [classy] Setting parameters: {'deu_damping_envelope_beta': 0.0305, 'deu_transfer_polamp_p_vis': 1.047810146043322, 'omega_b': 0.021978689416731433, 'n_s': 0.9810882685483394, 'H0': 67.4, 'ln10^{10}A_s': 3.044, 'omega_cdm': 0.12, 'tau_reio': 0.0544, 'deu': 'yes', 'deu_allow_double_phase_hooks': 'no', 'deu_damping_envelope_hook': 'yes', 'deu_lensed_phase_hook': 'yes', 'deu_lensed_phase_profile': 2, 'deu_log10_N_today': 122.0, 'deu_perturbation_sound_speed_hook': 'yes', 'deu_photon_clock_thermo': 'yes', 'deu_polarization_source_amplitude_hook': 'no', 'deu_transfer_polamp_hook': 'yes', 'deu_use_radial_jacobian': 'yes', 'l_max_scalars': 3500, 'lensing': 'yes', 'output': 'tCl,pCl,lCl tCl lCl pCl', 'non_linear': 'hmcode'}
 2026-05-10 18:36:20,667 [planck_2018_highl_plik.ttteee_lite] Got parameters {'A_planck': 1.0247318929061475}
 2026-05-10 18:36:20,667 [planck_2018_highl_plik.ttteee_lite] Computing new state
 2026-05-10 18:36:20,670 [planck_2018_highl_plik.ttteee_lite] Computed log-likelihood = -382.2867972430028
 2026-05-10 18:36:20,670 [planck_2018_lowl.tt] Got parameters {'A_planck': 1.0247318929061475}
 2026-05-10 18:36:20,670 [planck_2018_lowl.tt] Computing new state
 2026-05-10 18:36:20,671 [planck_2018_lowl.tt] Computed log-likelihood = -13.339615587473844
 2026-05-10 18:36:20,671 [planck_2018_lowl.ee] Got parameters {'A_planck': 1.0247318929061475}
 2026-05-10 18:36:20,671 [planck_2018_lowl.ee] Computing new state
 2026-05-10 18:36:20,671 [planck_2018_lowl.ee] Computed log-likelihood = -198.91591773978763
 2026-05-10 18:36:20,671 [planck_2018_lensing.native] Got parameters {'A_planck': 1.0247318929061475}
 2026-05-10 18:36:20,671 [planck_2018_lensing.native] Computing new state
 2026-05-10 18:36:20,672 [planck_2018_lensing.native] Computed log-likelihood = -9.365145131309843
 2026-05-10 18:36:20,672 [pybobyqa.util] Function eval 46 at point 46 has f = 574.667016673212 at x = [ 2.          0.62029209 -0.85242333 -3.14692581 12.36594645]
 2026-05-10 18:36:20,672 [pybobyqa.solver] Ratio = -0.433814
 2026-05-10 18:36:20,672 [pybobyqa.solver] Updating with knew = 6
 2026-05-10 18:36:20,672 [pybobyqa.solver] Checking and possibly improving geometry (unsuccessful step)
 2026-05-10 18:36:20,672 [pybobyqa.controller] Running geometry-fixing step
 2026-05-10 18:36:20,673 [model] Posterior to be computed for parameters {'deu_damping_envelope_beta': np.float64(0.030498532317705565), 'deu_transfer_polamp_p_vis': np.float64(1.0478240365753384), 'omega_b': np.float64(0.021979909356724017), 'n_s': np.float64(0.9810720404602891), 'A_planck': np.float64(1.0245689468152646)}
 2026-05-10 18:36:20,673 [prior] Evaluating prior at array([0.03049853, 1.04782404, 0.02197991, 0.98107204, 1.02456895])
 2026-05-10 18:36:20,673 [prior] Got logpriors (internal) = 29.24045902836261
 2026-05-10 18:36:20,673 [model] Got input parameters: {'deu_damping_envelope_beta': 0.030498532317705565, 'deu_transfer_polamp_p_vis': 1.0478240365753384, 'omega_b': 0.021979909356724017, 'n_s': 0.9810720404602891, 'A_planck': 1.0245689468152646, 'H0': 67.4, 'ln10^{10}A_s': 3.044, 'omega_cdm': 0.12, 'tau_reio': 0.0544}
 2026-05-10 18:36:20,673 [classy] Got parameters {'deu_damping_envelope_beta': 0.030498532317705565, 'deu_transfer_polamp_p_vis': 1.0478240365753384, 'omega_b': 0.021979909356724017, 'n_s': 0.9810720404602891, 'H0': 67.4, 'ln10^{10}A_s': 3.044, 'omega_cdm': 0.12, 'tau_reio': 0.0544}
 2026-05-10 18:36:20,673 [classy] Computing new state
 2026-05-10 18:36:20,673 [classy] Setting parameters: {'deu_damping_envelope_beta': 0.030498532317705565, 'deu_transfer_polamp_p_vis': 1.0478240365753384, 'omega_b': 0.021979909356724017, 'n_s': 0.9810720404602891, 'H0': 67.4, 'ln10^{10}A_s': 3.044, 'omega_cdm': 0.12, 'tau_reio': 0.0544, 'deu': 'yes', 'deu_allow_double_phase_hooks': 'no', 'deu_damping_envelope_hook': 'yes', 'deu_lensed_phase_hook': 'yes', 'deu_lensed_phase_profile': 2, 'deu_log10_N_today': 122.0, 'deu_perturbation_sound_speed_hook': 'yes', 'deu_photon_clock_thermo': 'yes', 'deu_polarization_source_amplitude_hook': 'no', 'deu_transfer_polamp_hook': 'yes', 'deu_use_radial_jacobian': 'yes', 'l_max_scalars': 3500, 'lensing': 'yes', 'output': 'tCl,pCl,lCl tCl lCl pCl', 'non_linear': 'hmcode'}
 2026-05-10 18:36:21,840 [planck_2018_highl_plik.ttteee_lite] Got parameters {'A_planck': 1.0245689468152646}
 2026-05-10 18:36:21,840 [planck_2018_highl_plik.ttteee_lite] Computing new state
 2026-05-10 18:36:21,841 [planck_2018_highl_plik.ttteee_lite] Computed log-likelihood = -382.24231757380727
 2026-05-10 18:36:21,841 [planck_2018_lowl.tt] Got parameters {'A_planck': 1.0245689468152646}
 2026-05-10 18:36:21,841 [planck_2018_lowl.tt] Computing new state
 2026-05-10 18:36:21,842 [planck_2018_lowl.tt] Computed log-likelihood = -13.356423933763438
 2026-05-10 18:36:21,842 [planck_2018_lowl.ee] Got parameters {'A_planck': 1.0245689468152646}
 2026-05-10 18:36:21,842 [planck_2018_lowl.ee] Computing new state
 2026-05-10 18:36:21,842 [planck_2018_lowl.ee] Computed log-likelihood = -198.91612906260002
 2026-05-10 18:36:21,842 [planck_2018_lensing.native] Got parameters {'A_planck': 1.0245689468152646}
 2026-05-10 18:36:21,842 [planck_2018_lensing.native] Computing new state
 2026-05-10 18:36:21,842 [planck_2018_lensing.native] Computed log-likelihood = -9.417882361047157
 2026-05-10 18:36:21,842 [pybobyqa.util] Function eval 47 at point 47 has f = 574.692293902855 at x = [ 1.99412927  0.64807315 -0.80362573 -3.21183816 12.28447341]
 2026-05-10 18:36:21,843 [pybobyqa.solver] Trust region step is d = [ 0.          0.03604604 -0.03455348 -0.00242614 -0.00092435]
 2026-05-10 18:36:21,843 [pybobyqa.solver] Standard trust region step
 2026-05-10 18:36:21,844 [model] Posterior to be computed for parameters {'deu_damping_envelope_beta': np.float64(0.0305), 'deu_transfer_polamp_p_vis': np.float64(1.0478531083479226), 'omega_b': np.float64(0.021978112504568405), 'n_s': np.float64(0.9810681012782657), 'A_planck': np.float64(1.024607431830087)}
 2026-05-10 18:36:21,844 [prior] Evaluating prior at array([0.0305    , 1.04785311, 0.02197811, 0.9810681 , 1.02460743])
 2026-05-10 18:36:21,845 [prior] Got logpriors (internal) = 29.24045902836261
 2026-05-10 18:36:21,845 [model] Got input parameters: {'deu_damping_envelope_beta': 0.0305, 'deu_transfer_polamp_p_vis': 1.0478531083479226, 'omega_b': 0.021978112504568405, 'n_s': 0.9810681012782657, 'A_planck': 1.024607431830087, 'H0': 67.4, 'ln10^{10}A_s': 3.044, 'omega_cdm': 0.12, 'tau_reio': 0.0544}
 2026-05-10 18:36:21,845 [classy] Got parameters {'deu_damping_envelope_beta': 0.0305, 'deu_transfer_polamp_p_vis': 1.0478531083479226, 'omega_b': 0.021978112504568405, 'n_s': 0.9810681012782657, 'H0': 67.4, 'ln10^{10}A_s': 3.044, 'omega_cdm': 0.12, 'tau_reio': 0.0544}
 2026-05-10 18:36:21,845 [classy] Computing new state
 2026-05-10 18:36:21,845 [classy] Setting parameters: {'deu_damping_envelope_beta': 0.0305, 'deu_transfer_polamp_p_vis': 1.0478531083479226, 'omega_b': 0.021978112504568405, 'n_s': 0.9810681012782657, 'H0': 67.4, 'ln10^{10}A_s': 3.044, 'omega_cdm': 0.12, 'tau_reio': 0.0544, 'deu': 'yes', 'deu_allow_double_phase_hooks': 'no', 'deu_damping_envelope_hook': 'yes', 'deu_lensed_phase_hook': 'yes', 'deu_lensed_phase_profile': 2, 'deu_log10_N_today': 122.0, 'deu_perturbation_sound_speed_hook': 'yes', 'deu_photon_clock_thermo': 'yes', 'deu_polarization_source_amplitude_hook': 'no', 'deu_transfer_polamp_hook': 'yes', 'deu_use_radial_jacobian': 'yes', 'l_max_scalars': 3500, 'lensing': 'yes', 'output': 'tCl,pCl,lCl tCl lCl pCl', 'non_linear': 'hmcode'}
 2026-05-10 18:36:23,088 [planck_2018_highl_plik.ttteee_lite] Got parameters {'A_planck': 1.024607431830087}
 2026-05-10 18:36:23,088 [planck_2018_highl_plik.ttteee_lite] Computing new state
 2026-05-10 18:36:23,096 [planck_2018_highl_plik.ttteee_lite] Computed log-likelihood = -382.23178289344264
 2026-05-10 18:36:23,096 [planck_2018_lowl.tt] Got parameters {'A_planck': 1.024607431830087}
 2026-05-10 18:36:23,096 [planck_2018_lowl.tt] Computing new state
 2026-05-10 18:36:23,097 [planck_2018_lowl.tt] Computed log-likelihood = -13.354053999708128
 2026-05-10 18:36:23,097 [planck_2018_lowl.ee] Got parameters {'A_planck': 1.024607431830087}
 2026-05-10 18:36:23,097 [planck_2018_lowl.ee] Computing new state
 2026-05-10 18:36:23,097 [planck_2018_lowl.ee] Computed log-likelihood = -198.91612906260002
 2026-05-10 18:36:23,097 [planck_2018_lensing.native] Got parameters {'A_planck': 1.024607431830087}
 2026-05-10 18:36:23,097 [planck_2018_lensing.native] Computing new state
 2026-05-10 18:36:23,097 [planck_2018_lensing.native] Computed log-likelihood = -9.40527815981816
 2026-05-10 18:36:23,097 [pybobyqa.util] Function eval 48 at point 48 has f = 574.666785087206 at x = [ 2.          0.7062167  -0.87549982 -3.22759489 12.30371592]
 2026-05-10 18:36:23",audit_Aplanck_broad_profile/20260511T013327Z/deu_lite_Abroad_ref1p0_posterior_profile.minimum.txt,1,15,1.0,574.58529,0.0305,1.0478351,0.021978976,0.98106871,1.0246093,1207.6515,-29.240459,-29.240459,1207.6515,764.29523,26.707951,397.83226,18.816056,,,,,,,,,,,,,,,,,,,,,,
deu,lite,posterior_profile,0.98,1.03,1.025,audit_Aplanck_broad_profile/20260511T013327Z/deu_lite_Abroad_ref1p025_posterior_profile.yaml,audit_Aplanck_broad_profile/20260511T013327Z/deu_lite_Abroad_ref1p025_posterior_profile,0,audit_Aplanck_broad_profile/20260511T013327Z/deu_lite_Abroad_ref1p025_posterior_profile.stdout.txt," 2026-05-10 18:37:46,289 [prior] Evaluating prior at array([0.03000145, 1.04799577, 0.02200119, 0.98187768, 1.02499756])
 2026-05-10 18:37:46,289 [prior] Got logpriors (internal) = 29.24045902836261
 2026-05-10 18:37:46,289 [model] Got input parameters: {'deu_damping_envelope_beta': 0.030001452213411776, 'deu_transfer_polamp_p_vis': 1.0479957711698125, 'omega_b': 0.022001193226680316, 'n_s': 0.9818776829537695, 'A_planck': 1.024997559108018, 'H0': 67.4, 'ln10^{10}A_s': 3.044, 'omega_cdm': 0.12, 'tau_reio': 0.0544}
 2026-05-10 18:37:46,289 [classy] Got parameters {'deu_damping_envelope_beta': 0.030001452213411776, 'deu_transfer_polamp_p_vis': 1.0479957711698125, 'omega_b': 0.022001193226680316, 'n_s': 0.9818776829537695, 'H0': 67.4, 'ln10^{10}A_s': 3.044, 'omega_cdm': 0.12, 'tau_reio': 0.0544}
 2026-05-10 18:37:46,289 [classy] Computing new state
 2026-05-10 18:37:46,289 [classy] Setting parameters: {'deu_damping_envelope_beta': 0.030001452213411776, 'deu_transfer_polamp_p_vis': 1.0479957711698125, 'omega_b': 0.022001193226680316, 'n_s': 0.9818776829537695, 'H0': 67.4, 'ln10^{10}A_s': 3.044, 'omega_cdm': 0.12, 'tau_reio': 0.0544, 'deu': 'yes', 'deu_allow_double_phase_hooks': 'no', 'deu_damping_envelope_hook': 'yes', 'deu_lensed_phase_hook': 'yes', 'deu_lensed_phase_profile': 2, 'deu_log10_N_today': 122.0, 'deu_perturbation_sound_speed_hook': 'yes', 'deu_photon_clock_thermo': 'yes', 'deu_polarization_source_amplitude_hook': 'no', 'deu_transfer_polamp_hook': 'yes', 'deu_use_radial_jacobian': 'yes', 'l_max_scalars': 3500, 'lensing': 'yes', 'output': 'pCl tCl tCl,pCl,lCl lCl', 'non_linear': 'hmcode'}
 2026-05-10 18:37:47,466 [planck_2018_highl_plik.ttteee_lite] Got parameters {'A_planck': 1.024997559108018}
 2026-05-10 18:37:47,466 [planck_2018_highl_plik.ttteee_lite] Computing new state
 2026-05-10 18:37:47,469 [planck_2018_highl_plik.ttteee_lite] Computed log-likelihood = -382.38930512286754
 2026-05-10 18:37:47,469 [planck_2018_lowl.tt] Got parameters {'A_planck': 1.024997559108018}
 2026-05-10 18:37:47,469 [planck_2018_lowl.tt] Computing new state
 2026-05-10 18:37:47,470 [planck_2018_lowl.tt] Computed log-likelihood = -13.211417594164175
 2026-05-10 18:37:47,470 [planck_2018_lowl.ee] Got parameters {'A_planck': 1.024997559108018}
 2026-05-10 18:37:47,470 [planck_2018_lowl.ee] Computing new state
 2026-05-10 18:37:47,470 [planck_2018_lowl.ee] Computed log-likelihood = -198.92555414807472
 2026-05-10 18:37:47,470 [planck_2018_lensing.native] Got parameters {'A_planck': 1.024997559108018}
 2026-05-10 18:37:47,470 [planck_2018_lensing.native] Computing new state
 2026-05-10 18:37:47,470 [planck_2018_lensing.native] Computed log-likelihood = -9.411030261436407
 2026-05-10 18:37:47,471 [pybobyqa.util] Function eval 21 at point 21 has f = 574.69684809818 at x = [ 0.00580885  0.99154234  0.04772907  0.01073182 -0.00122045]
 2026-05-10 18:37:47,471 [pybobyqa.solver] Ratio = -0.320352
 2026-05-10 18:37:47,471 [pybobyqa.solver] Updating with knew = 0
 2026-05-10 18:37:47,471 [pybobyqa.solver] Checking and possibly improving geometry (unsuccessful step)
 2026-05-10 18:37:47,471 [pybobyqa.controller] Running geometry-fixing step
 2026-05-10 18:37:47,472 [model] Posterior to be computed for parameters {'deu_damping_envelope_beta': np.float64(0.029999866373044123), 'deu_transfer_polamp_p_vis': np.float64(1.048013514110672), 'omega_b': np.float64(0.022000049199725327), 'n_s': np.float64(0.9818731674473158), 'A_planck': np.float64(1.0250827426028641)}
 2026-05-10 18:37:47,472 [prior] Evaluating prior at array([0.02999987, 1.04801351, 0.02200005, 0.98187317, 1.02508274])
 2026-05-10 18:37:47,472 [prior] Got logpriors (internal) = 29.24045902836261
 2026-05-10 18:37:47,472 [model] Got input parameters: {'deu_damping_envelope_beta': 0.029999866373044123, 'deu_transfer_polamp_p_vis': 1.048013514110672, 'omega_b': 0.022000049199725327, 'n_s': 0.9818731674473158, 'A_planck': 1.0250827426028641, 'H0': 67.4, 'ln10^{10}A_s': 3.044, 'omega_cdm': 0.12, 'tau_reio': 0.0544}
 2026-05-10 18:37:47,472 [classy] Got parameters {'deu_damping_envelope_beta': 0.029999866373044123, 'deu_transfer_polamp_p_vis': 1.048013514110672, 'omega_b': 0.022000049199725327, 'n_s': 0.9818731674473158, 'H0': 67.4, 'ln10^{10}A_s': 3.044, 'omega_cdm': 0.12, 'tau_reio': 0.0544}
 2026-05-10 18:37:47,472 [classy] Computing new state
 2026-05-10 18:37:47,472 [classy] Setting parameters: {'deu_damping_envelope_beta': 0.029999866373044123, 'deu_transfer_polamp_p_vis': 1.048013514110672, 'omega_b': 0.022000049199725327, 'n_s': 0.9818731674473158, 'H0': 67.4, 'ln10^{10}A_s': 3.044, 'omega_cdm': 0.12, 'tau_reio': 0.0544, 'deu': 'yes', 'deu_allow_double_phase_hooks': 'no', 'deu_damping_envelope_hook': 'yes', 'deu_lensed_phase_hook': 'yes', 'deu_lensed_phase_profile': 2, 'deu_log10_N_today': 122.0, 'deu_perturbation_sound_speed_hook': 'yes', 'deu_photon_clock_thermo': 'yes', 'deu_polarization_source_amplitude_hook': 'no', 'deu_transfer_polamp_hook': 'yes', 'deu_use_radial_jacobian': 'yes', 'l_max_scalars': 3500, 'lensing': 'yes', 'output': 'pCl tCl tCl,pCl,lCl lCl', 'non_linear': 'hmcode'}
 2026-05-10 18:37:48,641 [planck_2018_highl_plik.ttteee_lite] Got parameters {'A_planck': 1.0250827426028641}
 2026-05-10 18:37:48,641 [planck_2018_highl_plik.ttteee_lite] Computing new state
 2026-05-10 18:37:48,646 [planck_2018_highl_plik.ttteee_lite] Computed log-likelihood = -382.4302458376303
 2026-05-10 18:37:48,646 [planck_2018_lowl.tt] Got parameters {'A_planck': 1.0250827426028641}
 2026-05-10 18:37:48,646 [planck_2018_lowl.tt] Computing new state
 2026-05-10 18:37:48,647 [planck_2018_lowl.tt] Computed log-likelihood = -13.204354182216775
 2026-05-10 18:37:48,647 [planck_2018_lowl.ee] Got parameters {'A_planck': 1.0250827426028641}
 2026-05-10 18:37:48,647 [planck_2018_lowl.ee] Computing new state
 2026-05-10 18:37:48,647 [planck_2018_lowl.ee] Computed log-likelihood = -198.9254294796825
 2026-05-10 18:37:48,647 [planck_2018_lensing.native] Got parameters {'A_planck': 1.0250827426028641}
 2026-05-10 18:37:48,647 [planck_2018_lensing.native] Computing new state
 2026-05-10 18:37:48,647 [planck_2018_lensing.native] Computed log-likelihood = -9.38515545984338
 2026-05-10 18:37:48,648 [pybobyqa.util] Function eval 22 at point 22 has f = 574.70472593101 at x = [-5.34507824e-04  1.02702822e+00  1.96798901e-03 -7.33021074e-03
  4.13713014e-02]
 2026-05-10 18:37:48,648 [pybobyqa.solver] Trust region step is d = [-0.00148837 -0.01107165 -0.02035572 -0.0441845   0.0029288 ]
 2026-05-10 18:37:48,648 [pybobyqa.solver] Standard trust region step
 2026-05-10 18:37:48,650 [model] Posterior to be computed for parameters {'deu_damping_envelope_beta': np.float64(0.029999627908582335), 'deu_transfer_polamp_p_vis': np.float64(1.0479944641736492), 'omega_b': np.float64(0.021999491106962154), 'n_s': np.float64(0.9818639538750791), 'A_planck': np.float64(1.0250058575979502)}
 2026-05-10 18:37:48,650 [prior] Evaluating prior at array([0.02999963, 1.04799446, 0.02199949, 0.98186395, 1.02500586])
 2026-05-10 18:37:48,650 [prior] Got logpriors (internal) = 29.24045902836261
 2026-05-10 18:37:48,650 [model] Got input parameters: {'deu_damping_envelope_beta': 0.029999627908582335, 'deu_transfer_polamp_p_vis': 1.0479944641736492, 'omega_b': 0.021999491106962154, 'n_s': 0.9818639538750791, 'A_planck': 1.0250058575979502, 'H0': 67.4, 'ln10^{10}A_s': 3.044, 'omega_cdm': 0.12, 'tau_reio': 0.0544}
 2026-05-10 18:37:48,650 [classy] Got parameters {'deu_damping_envelope_beta': 0.029999627908582335, 'deu_transfer_polamp_p_vis': 1.0479944641736492, 'omega_b': 0.021999491106962154, 'n_s': 0.9818639538750791, 'H0': 67.4, 'ln10^{10}A_s': 3.044, 'omega_cdm': 0.12, 'tau_reio': 0.0544}
 2026-05-10 18:37:48,650 [classy] Computing new state
 2026-05-10 18:37:48,650 [classy] Setting parameters: {'deu_damping_envelope_beta': 0.029999627908582335, 'deu_transfer_polamp_p_vis': 1.0479944641736492, 'omega_b': 0.021999491106962154, 'n_s': 0.9818639538750791, 'H0': 67.4, 'ln10^{10}A_s': 3.044, 'omega_cdm': 0.12, 'tau_reio': 0.0544, 'deu': 'yes', 'deu_allow_double_phase_hooks': 'no', 'deu_damping_envelope_hook': 'yes', 'deu_lensed_phase_hook': 'yes', 'deu_lensed_phase_profile': 2, 'deu_log10_N_today': 122.0, 'deu_perturbation_sound_speed_hook': 'yes', 'deu_photon_clock_thermo': 'yes', 'deu_polarization_source_amplitude_hook': 'no', 'deu_transfer_polamp_hook': 'yes', 'deu_use_radial_jacobian': 'yes', 'l_max_scalars': 3500, 'lensing': 'yes', 'output': 'pCl tCl tCl,pCl,lCl lCl', 'non_linear': 'hmcode'}
 2026-05-10 18:37:49,830 [planck_2018_highl_plik.ttteee_lite] Got parameters {'A_planck': 1.0250058575979502}
 2026-05-10 18:37:49,830 [planck_2018_highl_plik.ttteee_lite] Computing new state
 2026-05-10 18:37:49,838 [planck_2018_highl_plik.ttteee_lite] Computed log-likelihood = -382.370253932309
 2026-05-10 18:37:49,838 [planck_2018_lowl.tt] Got parameters {'A_planck': 1.0250058575979502}
 2026-05-10 18:37:49,838 [planck_2018_lowl.tt] Computing new state
 2026-05-10 18:37:49,838 [planck_2018_lowl.tt] Computed log-likelihood = -13.212641198406004
 2026-05-10 18:37:49,838 [planck_2018_lowl.ee] Got parameters {'A_planck': 1.0250058575979502}
 2026-05-10 18:37:49,838 [planck_2018_lowl.ee] Computing new state
 2026-05-10 18:37:49,839 [planck_2018_lowl.ee] Computed log-likelihood = -198.92555414807472
 2026-05-10 18:37:49,839 [planck_2018_lensing.native] Got parameters {'A_planck': 1.0250058575979502}
 2026-05-10 18:37:49,839 [planck_2018_lensing.native] Computing new state
 2026-05-10 18:37:49,839 [planck_2018_lensing.native] Computed log-likelihood = -9.410052038365093
 2026-05-10 18:37:49,839 [pybobyqa.util] Function eval 23 at point 23 has f = 574.678042288792 at x = [-0.00148837  0.98892835 -0.02035572 -0.0441845   0.0029288 ]
 2026-05-10 18:37:49,839 [pybobyqa.solver] Ratio = -0.710536
 2026-05-10 18:37:49,839 [pybobyqa.solver] Updating with knew = 8
 2026-05-10 18:37:49,839 [pybobyqa.solver] Checking and possibly improving geometry (unsuc",audit_Aplanck_broad_profile/20260511T013327Z/deu_lite_Abroad_ref1p025_posterior_profile.minimum.txt,1,15,1.0,574.58047,0.03,1.048,0.022,0.981875,1.025,1207.6419,-29.240459,-29.240459,1207.6419,764.53701,26.425127,397.85111,18.828606,,,,,,,,,,,,,,,,,,,,,,
