model,likelihood_kind,objective,A_planck_fixed,yaml,output_prefix,exit_status,stdout_path,stdout_tail,result_file,n_result_rows,n_result_cols,weight,minuslogpost,deu_damping_envelope_beta,deu_transfer_polamp_p_vis,omega_b,n_s,chi2__CMB,minuslogprior,minuslogprior__0,chi2,chi2__planck_2018_highl_plik.TTTEEE_lite,chi2__planck_2018_lowl.TT,chi2__planck_2018_lowl.EE,chi2__planck_2018_lensing.native,chi2__planck_2018_highl_plik.TTTEEE,calib_100T,calib_217T,A_cib_217,xi_sz_cib,A_sz,ksz_norm,gal545_A_100,gal545_A_143,gal545_A_143_217,gal545_A_217,ps_A_100_100,ps_A_143_143,ps_A_143_217,ps_A_217_217,galf_TE_A_100,galf_TE_A_100_143,galf_TE_A_100_217,galf_TE_A_143,galf_TE_A_143_217,galf_TE_A_217,minuslogprior__SZ
deu,lite,posterior_profile,1.0,audit_Aplanck_fixed1_profile/20260510T235207Z/deu_lite_Aplanck1_posterior_profile.yaml,audit_Aplanck_fixed1_profile/20260510T235207Z/deu_lite_Aplanck1_posterior_profile,0,audit_Aplanck_fixed1_profile/20260510T235207Z/deu_lite_Aplanck1_posterior_profile.stdout.txt," 2026-05-10 16:53:21,233 [pybobyqa.util] Function eval 18 at point 18 has f = 1082.86925709279 at x = [ 1.95255544 -4.94191374  4.         -5.5       ]
 2026-05-10 16:53:21,234 [pybobyqa.solver] Trust region step is d = [0. 0. 0. 0.]
 2026-05-10 16:53:21,234 [pybobyqa.solver] Safety step (main phase)
 2026-05-10 16:53:21,234 [pybobyqa.controller] Running geometry-fixing step
 2026-05-10 16:53:21,234 [model] Posterior to be computed for parameters {'deu_damping_envelope_beta': np.float64(0.030489882980033946), 'deu_transfer_polamp_p_vis': np.float64(1.045), 'omega_b': np.float64(0.0221), 'n_s': np.float64(0.9805157863360856)}
 2026-05-10 16:53:21,234 [prior] Evaluating prior at array([0.03048988, 1.045     , 0.0221    , 0.98051579])
 2026-05-10 16:53:21,234 [prior] Got logpriors (internal) = 26.24472675480862
 2026-05-10 16:53:21,234 [model] Got input parameters: {'deu_damping_envelope_beta': 0.030489882980033946, 'deu_transfer_polamp_p_vis': 1.045, 'omega_b': 0.0221, 'n_s': 0.9805157863360856, 'A_planck': 1.0, 'H0': 67.4, 'ln10^{10}A_s': 3.044, 'omega_cdm': 0.12, 'tau_reio': 0.0544}
 2026-05-10 16:53:21,235 [classy] Got parameters {'deu_damping_envelope_beta': 0.030489882980033946, 'deu_transfer_polamp_p_vis': 1.045, 'omega_b': 0.0221, 'n_s': 0.9805157863360856, 'H0': 67.4, 'ln10^{10}A_s': 3.044, 'omega_cdm': 0.12, 'tau_reio': 0.0544}
 2026-05-10 16:53:21,235 [classy] Computing new state
 2026-05-10 16:53:21,235 [classy] Setting parameters: {'deu_damping_envelope_beta': 0.030489882980033946, 'deu_transfer_polamp_p_vis': 1.045, 'omega_b': 0.0221, 'n_s': 0.9805157863360856, 'H0': 67.4, 'ln10^{10}A_s': 3.044, 'omega_cdm': 0.12, 'tau_reio': 0.0544, 'deu': 'yes', 'deu_allow_double_phase_hooks': 'no', 'deu_damping_envelope_hook': 'yes', 'deu_lensed_phase_hook': 'yes', 'deu_lensed_phase_profile': 2, 'deu_log10_N_today': 122.0, 'deu_perturbation_sound_speed_hook': 'yes', 'deu_photon_clock_thermo': 'yes', 'deu_polarization_source_amplitude_hook': 'no', 'deu_transfer_polamp_hook': 'yes', 'deu_use_radial_jacobian': 'yes', 'l_max_scalars': 3500, 'lensing': 'yes', 'output': 'tCl tCl,pCl,lCl lCl pCl', 'non_linear': 'hmcode'}
 2026-05-10 16:53:22,450 [planck_2018_highl_plik.ttteee_lite] Got parameters {'A_planck': 1.0}
 2026-05-10 16:53:22,450 [planck_2018_highl_plik.ttteee_lite] Computing new state
 2026-05-10 16:53:22,455 [planck_2018_highl_plik.ttteee_lite] Computed log-likelihood = -867.942768522404
 2026-05-10 16:53:22,455 [planck_2018_lowl.tt] Got parameters {'A_planck': 1.0}
 2026-05-10 16:53:22,455 [planck_2018_lowl.tt] Computing new state
 2026-05-10 16:53:22,455 [planck_2018_lowl.tt] Computed log-likelihood = -16.231420634406533
 2026-05-10 16:53:22,455 [planck_2018_lowl.ee] Got parameters {'A_planck': 1.0}
 2026-05-10 16:53:22,455 [planck_2018_lowl.ee] Computing new state
 2026-05-10 16:53:22,455 [planck_2018_lowl.ee] Computed log-likelihood = -198.94351479397747
 2026-05-10 16:53:22,455 [planck_2018_lensing.native] Got parameters {'A_planck': 1.0}
 2026-05-10 16:53:22,455 [planck_2018_lensing.native] Computing new state
 2026-05-10 16:53:22,456 [planck_2018_lensing.native] Computed log-likelihood = -25.905695006758986
 2026-05-10 16:53:22,456 [pybobyqa.util] Function eval 19 at point 19 has f = 1082.77867220274 at x = [ 1.95953192 -5.          4.         -5.43685466]
 2026-05-10 16:53:22,457 [pybobyqa.solver] Trust region step is d = [0. 0. 0. 0.]
 2026-05-10 16:53:22,457 [pybobyqa.solver] Safety step (main phase)
 2026-05-10 16:53:22,457 [pybobyqa.controller] Running geometry-fixing step
 2026-05-10 16:53:22,457 [model] Posterior to be computed for parameters {'deu_damping_envelope_beta': np.float64(0.0305), 'deu_transfer_polamp_p_vis': np.float64(1.0450313673977503), 'omega_b': np.float64(0.0221), 'n_s': np.float64(0.9805102754118941)}
 2026-05-10 16:53:22,457 [prior] Evaluating prior at array([0.0305    , 1.04503137, 0.0221    , 0.98051028])
 2026-05-10 16:53:22,457 [prior] Got logpriors (internal) = 26.24472675480862
 2026-05-10 16:53:22,457 [model] Got input parameters: {'deu_damping_envelope_beta': 0.0305, 'deu_transfer_polamp_p_vis': 1.0450313673977503, 'omega_b': 0.0221, 'n_s': 0.9805102754118941, 'A_planck': 1.0, 'H0': 67.4, 'ln10^{10}A_s': 3.044, 'omega_cdm': 0.12, 'tau_reio': 0.0544}
 2026-05-10 16:53:22,457 [classy] Got parameters {'deu_damping_envelope_beta': 0.0305, 'deu_transfer_polamp_p_vis': 1.0450313673977503, 'omega_b': 0.0221, 'n_s': 0.9805102754118941, 'H0': 67.4, 'ln10^{10}A_s': 3.044, 'omega_cdm': 0.12, 'tau_reio': 0.0544}
 2026-05-10 16:53:22,457 [classy] Computing new state
 2026-05-10 16:53:22,457 [classy] Setting parameters: {'deu_damping_envelope_beta': 0.0305, 'deu_transfer_polamp_p_vis': 1.0450313673977503, 'omega_b': 0.0221, 'n_s': 0.9805102754118941, 'H0': 67.4, 'ln10^{10}A_s': 3.044, 'omega_cdm': 0.12, 'tau_reio': 0.0544, 'deu': 'yes', 'deu_allow_double_phase_hooks': 'no', 'deu_damping_envelope_hook': 'yes', 'deu_lensed_phase_hook': 'yes', 'deu_lensed_phase_profile': 2, 'deu_log10_N_today': 122.0, 'deu_perturbation_sound_speed_hook': 'yes', 'deu_photon_clock_thermo': 'yes', 'deu_polarization_source_amplitude_hook': 'no', 'deu_transfer_polamp_hook': 'yes', 'deu_use_radial_jacobian': 'yes', 'l_max_scalars': 3500, 'lensing': 'yes', 'output': 'tCl tCl,pCl,lCl lCl pCl', 'non_linear': 'hmcode'}
 2026-05-10 16:53:23,714 [planck_2018_highl_plik.ttteee_lite] Got parameters {'A_planck': 1.0}
 2026-05-10 16:53:23,714 [planck_2018_highl_plik.ttteee_lite] Computing new state
 2026-05-10 16:53:23,718 [planck_2018_highl_plik.ttteee_lite] Computed log-likelihood = -867.9131265059489
 2026-05-10 16:53:23,718 [planck_2018_lowl.tt] Got parameters {'A_planck': 1.0}
 2026-05-10 16:53:23,718 [planck_2018_lowl.tt] Computing new state
 2026-05-10 16:53:23,718 [planck_2018_lowl.tt] Computed log-likelihood = -16.232458136341847
 2026-05-10 16:53:23,718 [planck_2018_lowl.ee] Got parameters {'A_planck': 1.0}
 2026-05-10 16:53:23,718 [planck_2018_lowl.ee] Computing new state
 2026-05-10 16:53:23,719 [planck_2018_lowl.ee] Computed log-likelihood = -198.94351479397747
 2026-05-10 16:53:23,719 [planck_2018_lensing.native] Got parameters {'A_planck': 1.0}
 2026-05-10 16:53:23,719 [planck_2018_lensing.native] Computing new state
 2026-05-10 16:53:23,719 [planck_2018_lensing.native] Computed log-likelihood = -25.90589719582032
 2026-05-10 16:53:23,719 [pybobyqa.util] Function eval 20 at point 20 has f = 1082.75026987728 at x = [ 2.         -4.9372652   4.         -5.45889835]
 2026-05-10 16:53:23,722 [pybobyqa.solver] Trust region step is d = [0. 0. 0. 0.]
 2026-05-10 16:53:23,722 [pybobyqa.solver] Safety step (main phase)
 2026-05-10 16:53:23,722 [model] Posterior to be computed for parameters {'deu_damping_envelope_beta': np.float64(0.0305), 'deu_transfer_polamp_p_vis': np.float64(1.045), 'omega_b': np.float64(0.0221), 'n_s': np.float64(0.9805)}
 2026-05-10 16:53:23,722 [prior] Evaluating prior at array([0.0305, 1.045 , 0.0221, 0.9805])
 2026-05-10 16:53:23,722 [prior] Got logpriors (internal) = 26.24472675480862
 2026-05-10 16:53:23,722 [model] Got input parameters: {'deu_damping_envelope_beta': 0.0305, 'deu_transfer_polamp_p_vis': 1.045, 'omega_b': 0.0221, 'n_s': 0.9805, 'A_planck': 1.0, 'H0': 67.4, 'ln10^{10}A_s': 3.044, 'omega_cdm': 0.12, 'tau_reio': 0.0544}
 2026-05-10 16:53:23,722 [classy] Got parameters {'deu_damping_envelope_beta': 0.0305, 'deu_transfer_polamp_p_vis': 1.045, 'omega_b': 0.0221, 'n_s': 0.9805, 'H0': 67.4, 'ln10^{10}A_s': 3.044, 'omega_cdm': 0.12, 'tau_reio': 0.0544}
 2026-05-10 16:53:23,722 [classy] Computing new state
 2026-05-10 16:53:23,722 [classy] Setting parameters: {'deu_damping_envelope_beta': 0.0305, 'deu_transfer_polamp_p_vis': 1.045, 'omega_b': 0.0221, 'n_s': 0.9805, 'H0': 67.4, 'ln10^{10}A_s': 3.044, 'omega_cdm': 0.12, 'tau_reio': 0.0544, 'deu': 'yes', 'deu_allow_double_phase_hooks': 'no', 'deu_damping_envelope_hook': 'yes', 'deu_lensed_phase_hook': 'yes', 'deu_lensed_phase_profile': 2, 'deu_log10_N_today': 122.0, 'deu_perturbation_sound_speed_hook': 'yes', 'deu_photon_clock_thermo': 'yes', 'deu_polarization_source_amplitude_hook': 'no', 'deu_transfer_polamp_hook': 'yes', 'deu_use_radial_jacobian': 'yes', 'l_max_scalars': 3500, 'lensing': 'yes', 'output': 'tCl tCl,pCl,lCl lCl pCl', 'non_linear': 'hmcode'}
 2026-05-10 16:53:24,989 [planck_2018_highl_plik.ttteee_lite] Got parameters {'A_planck': 1.0}
 2026-05-10 16:53:24,989 [planck_2018_highl_plik.ttteee_lite] Computing new state
 2026-05-10 16:53:24,990 [planck_2018_highl_plik.ttteee_lite] Computed log-likelihood = -867.7374143446061
 2026-05-10 16:53:24,990 [planck_2018_lowl.tt] Got parameters {'A_planck': 1.0}
 2026-05-10 16:53:24,990 [planck_2018_lowl.tt] Computing new state
 2026-05-10 16:53:24,990 [planck_2018_lowl.tt] Computed log-likelihood = -16.234393515234274
 2026-05-10 16:53:24,990 [planck_2018_lowl.ee] Got parameters {'A_planck': 1.0}
 2026-05-10 16:53:24,991 [planck_2018_lowl.ee] Computing new state
 2026-05-10 16:53:24,991 [planck_2018_lowl.ee] Computed log-likelihood = -198.94351479397747
 2026-05-10 16:53:24,991 [planck_2018_lensing.native] Got parameters {'A_planck': 1.0}
 2026-05-10 16:53:24,991 [planck_2018_lensing.native] Computing new state
 2026-05-10 16:53:24,991 [planck_2018_lensing.native] Computed log-likelihood = -25.89852806868794
 2026-05-10 16:53:24,991 [pybobyqa.util] Function eval 21 at point 21 has f = 1082.5691239677 at x = [ 2.  -5.   4.  -5.5]
 2026-05-10 16:53:24,991 [pybobyqa.solver] At return from solver, number of function evals = 1
 2026-05-10 16:53:24,991 [pybobyqa.solver] Smallest objective value = 1082.5691239677 at x = [ 2.  -5.   4.  -5.5]
 2026-05-10 16:53:24,991 [pybobyqa.solver] Did a total of 1 run(s)
 2026-05-10 16:53:24,992 [minimize] Run 3/3 converged.
 2026-05-10 16:53:24,992 [minimize] Finished successfully!
 2026-05-10 16:53:24,992 [minimize] -log(posterior) minimized to 1082.57
 2026-05-10 16:53:24,992 [model] Posterior to be computed for parameters {'deu_damping_envelop",audit_Aplanck_fixed1_profile/20260510T235207Z/deu_lite_Aplanck1_posterior_profile.minimum.txt,1,14,1.0,1082.5691,0.0305,1.045,0.0221,0.9805,2217.6277,-26.244727,-26.244727,2217.6277,1735.4748,32.468787,397.88703,51.797056,,,,,,,,,,,,,,,,,,,,,,
deu,lite,likelihood_profile,1.0,audit_Aplanck_fixed1_profile/20260510T235207Z/deu_lite_Aplanck1_likelihood_profile.yaml,audit_Aplanck_fixed1_profile/20260510T235207Z/deu_lite_Aplanck1_likelihood_profile,0,audit_Aplanck_fixed1_profile/20260510T235207Z/deu_lite_Aplanck1_likelihood_profile.stdout.txt," 2026-05-10 16:54:39,348 [planck_2018_lowl.tt] Got parameters {'A_planck': 1.0}
 2026-05-10 16:54:39,348 [planck_2018_lowl.tt] Computing new state
 2026-05-10 16:54:39,349 [planck_2018_lowl.tt] Computed log-likelihood = -16.23439388161009
 2026-05-10 16:54:39,349 [planck_2018_lowl.ee] Got parameters {'A_planck': 1.0}
 2026-05-10 16:54:39,349 [planck_2018_lowl.ee] Computing new state
 2026-05-10 16:54:39,349 [planck_2018_lowl.ee] Computed log-likelihood = -198.94351479397747
 2026-05-10 16:54:39,349 [planck_2018_lensing.native] Got parameters {'A_planck': 1.0}
 2026-05-10 16:54:39,349 [planck_2018_lensing.native] Computing new state
 2026-05-10 16:54:39,349 [planck_2018_lensing.native] Computed log-likelihood = -25.910955122273847
 2026-05-10 16:54:39,349 [pybobyqa.util] Function eval 18 at point 18 has f = 1109.1139838476 at x = [ 1.95255544 -4.94191374  4.         -5.5       ]
 2026-05-10 16:54:39,350 [pybobyqa.solver] Trust region step is d = [0. 0. 0. 0.]
 2026-05-10 16:54:39,350 [pybobyqa.solver] Safety step (main phase)
 2026-05-10 16:54:39,350 [pybobyqa.controller] Running geometry-fixing step
 2026-05-10 16:54:39,351 [model] Got input parameters: {'deu_damping_envelope_beta': 0.030489882980033946, 'deu_transfer_polamp_p_vis': 1.045, 'omega_b': 0.0221, 'n_s': 0.9805157863360856, 'A_planck': 1.0, 'H0': 67.4, 'ln10^{10}A_s': 3.044, 'omega_cdm': 0.12, 'tau_reio': 0.0544}
 2026-05-10 16:54:39,351 [classy] Got parameters {'deu_damping_envelope_beta': 0.030489882980033946, 'deu_transfer_polamp_p_vis': 1.045, 'omega_b': 0.0221, 'n_s': 0.9805157863360856, 'H0': 67.4, 'ln10^{10}A_s': 3.044, 'omega_cdm': 0.12, 'tau_reio': 0.0544}
 2026-05-10 16:54:39,351 [classy] Computing new state
 2026-05-10 16:54:39,351 [classy] Setting parameters: {'deu_damping_envelope_beta': 0.030489882980033946, 'deu_transfer_polamp_p_vis': 1.045, 'omega_b': 0.0221, 'n_s': 0.9805157863360856, 'H0': 67.4, 'ln10^{10}A_s': 3.044, 'omega_cdm': 0.12, 'tau_reio': 0.0544, 'deu': 'yes', 'deu_allow_double_phase_hooks': 'no', 'deu_damping_envelope_hook': 'yes', 'deu_lensed_phase_hook': 'yes', 'deu_lensed_phase_profile': 2, 'deu_log10_N_today': 122.0, 'deu_perturbation_sound_speed_hook': 'yes', 'deu_photon_clock_thermo': 'yes', 'deu_polarization_source_amplitude_hook': 'no', 'deu_transfer_polamp_hook': 'yes', 'deu_use_radial_jacobian': 'yes', 'l_max_scalars': 3500, 'lensing': 'yes', 'output': 'lCl tCl,pCl,lCl tCl pCl', 'non_linear': 'hmcode'}
 2026-05-10 16:54:40,553 [planck_2018_highl_plik.ttteee_lite] Got parameters {'A_planck': 1.0}
 2026-05-10 16:54:40,553 [planck_2018_highl_plik.ttteee_lite] Computing new state
 2026-05-10 16:54:40,565 [planck_2018_highl_plik.ttteee_lite] Computed log-likelihood = -867.942768522404
 2026-05-10 16:54:40,566 [planck_2018_lowl.tt] Got parameters {'A_planck': 1.0}
 2026-05-10 16:54:40,566 [planck_2018_lowl.tt] Computing new state
 2026-05-10 16:54:40,567 [planck_2018_lowl.tt] Computed log-likelihood = -16.231420634406533
 2026-05-10 16:54:40,567 [planck_2018_lowl.ee] Got parameters {'A_planck': 1.0}
 2026-05-10 16:54:40,567 [planck_2018_lowl.ee] Computing new state
 2026-05-10 16:54:40,567 [planck_2018_lowl.ee] Computed log-likelihood = -198.94351479397747
 2026-05-10 16:54:40,567 [planck_2018_lensing.native] Got parameters {'A_planck': 1.0}
 2026-05-10 16:54:40,567 [planck_2018_lensing.native] Computing new state
 2026-05-10 16:54:40,568 [planck_2018_lensing.native] Computed log-likelihood = -25.905695006758986
 2026-05-10 16:54:40,568 [pybobyqa.util] Function eval 19 at point 19 has f = 1109.02339895755 at x = [ 1.95953192 -5.          4.         -5.43685466]
 2026-05-10 16:54:40,569 [pybobyqa.solver] Trust region step is d = [0. 0. 0. 0.]
 2026-05-10 16:54:40,569 [pybobyqa.solver] Safety step (main phase)
 2026-05-10 16:54:40,569 [pybobyqa.controller] Running geometry-fixing step
 2026-05-10 16:54:40,570 [model] Got input parameters: {'deu_damping_envelope_beta': 0.0305, 'deu_transfer_polamp_p_vis': 1.0450313673977503, 'omega_b': 0.0221, 'n_s': 0.9805102754118941, 'A_planck': 1.0, 'H0': 67.4, 'ln10^{10}A_s': 3.044, 'omega_cdm': 0.12, 'tau_reio': 0.0544}
 2026-05-10 16:54:40,570 [classy] Got parameters {'deu_damping_envelope_beta': 0.0305, 'deu_transfer_polamp_p_vis': 1.0450313673977503, 'omega_b': 0.0221, 'n_s': 0.9805102754118941, 'H0': 67.4, 'ln10^{10}A_s': 3.044, 'omega_cdm': 0.12, 'tau_reio': 0.0544}
 2026-05-10 16:54:40,570 [classy] Computing new state
 2026-05-10 16:54:40,570 [classy] Setting parameters: {'deu_damping_envelope_beta': 0.0305, 'deu_transfer_polamp_p_vis': 1.0450313673977503, 'omega_b': 0.0221, 'n_s': 0.9805102754118941, 'H0': 67.4, 'ln10^{10}A_s': 3.044, 'omega_cdm': 0.12, 'tau_reio': 0.0544, 'deu': 'yes', 'deu_allow_double_phase_hooks': 'no', 'deu_damping_envelope_hook': 'yes', 'deu_lensed_phase_hook': 'yes', 'deu_lensed_phase_profile': 2, 'deu_log10_N_today': 122.0, 'deu_perturbation_sound_speed_hook': 'yes', 'deu_photon_clock_thermo': 'yes', 'deu_polarization_source_amplitude_hook': 'no', 'deu_transfer_polamp_hook': 'yes', 'deu_use_radial_jacobian': 'yes', 'l_max_scalars': 3500, 'lensing': 'yes', 'output': 'lCl tCl,pCl,lCl tCl pCl', 'non_linear': 'hmcode'}
 2026-05-10 16:54:41,755 [planck_2018_highl_plik.ttteee_lite] Got parameters {'A_planck': 1.0}
 2026-05-10 16:54:41,755 [planck_2018_highl_plik.ttteee_lite] Computing new state
 2026-05-10 16:54:41,757 [planck_2018_highl_plik.ttteee_lite] Computed log-likelihood = -867.9131265059489
 2026-05-10 16:54:41,757 [planck_2018_lowl.tt] Got parameters {'A_planck': 1.0}
 2026-05-10 16:54:41,757 [planck_2018_lowl.tt] Computing new state
 2026-05-10 16:54:41,758 [planck_2018_lowl.tt] Computed log-likelihood = -16.232458136341847
 2026-05-10 16:54:41,758 [planck_2018_lowl.ee] Got parameters {'A_planck': 1.0}
 2026-05-10 16:54:41,758 [planck_2018_lowl.ee] Computing new state
 2026-05-10 16:54:41,758 [planck_2018_lowl.ee] Computed log-likelihood = -198.94351479397747
 2026-05-10 16:54:41,758 [planck_2018_lensing.native] Got parameters {'A_planck': 1.0}
 2026-05-10 16:54:41,758 [planck_2018_lensing.native] Computing new state
 2026-05-10 16:54:41,758 [planck_2018_lensing.native] Computed log-likelihood = -25.90589719582032
 2026-05-10 16:54:41,759 [pybobyqa.util] Function eval 20 at point 20 has f = 1108.99499663209 at x = [ 2.         -4.9372652   4.         -5.45889835]
 2026-05-10 16:54:41,759 [pybobyqa.solver] Trust region step is d = [0. 0. 0. 0.]
 2026-05-10 16:54:41,759 [pybobyqa.solver] Safety step (main phase)
 2026-05-10 16:54:41,759 [model] Got input parameters: {'deu_damping_envelope_beta': 0.0305, 'deu_transfer_polamp_p_vis': 1.045, 'omega_b': 0.0221, 'n_s': 0.9805, 'A_planck': 1.0, 'H0': 67.4, 'ln10^{10}A_s': 3.044, 'omega_cdm': 0.12, 'tau_reio': 0.0544}
 2026-05-10 16:54:41,759 [classy] Got parameters {'deu_damping_envelope_beta': 0.0305, 'deu_transfer_polamp_p_vis': 1.045, 'omega_b': 0.0221, 'n_s': 0.9805, 'H0': 67.4, 'ln10^{10}A_s': 3.044, 'omega_cdm': 0.12, 'tau_reio': 0.0544}
 2026-05-10 16:54:41,759 [classy] Computing new state
 2026-05-10 16:54:41,759 [classy] Setting parameters: {'deu_damping_envelope_beta': 0.0305, 'deu_transfer_polamp_p_vis': 1.045, 'omega_b': 0.0221, 'n_s': 0.9805, 'H0': 67.4, 'ln10^{10}A_s': 3.044, 'omega_cdm': 0.12, 'tau_reio': 0.0544, 'deu': 'yes', 'deu_allow_double_phase_hooks': 'no', 'deu_damping_envelope_hook': 'yes', 'deu_lensed_phase_hook': 'yes', 'deu_lensed_phase_profile': 2, 'deu_log10_N_today': 122.0, 'deu_perturbation_sound_speed_hook': 'yes', 'deu_photon_clock_thermo': 'yes', 'deu_polarization_source_amplitude_hook': 'no', 'deu_transfer_polamp_hook': 'yes', 'deu_use_radial_jacobian': 'yes', 'l_max_scalars': 3500, 'lensing': 'yes', 'output': 'lCl tCl,pCl,lCl tCl pCl', 'non_linear': 'hmcode'}
 2026-05-10 16:54:42,948 [planck_2018_highl_plik.ttteee_lite] Got parameters {'A_planck': 1.0}
 2026-05-10 16:54:42,948 [planck_2018_highl_plik.ttteee_lite] Computing new state
 2026-05-10 16:54:42,949 [planck_2018_highl_plik.ttteee_lite] Computed log-likelihood = -867.7374143446061
 2026-05-10 16:54:42,949 [planck_2018_lowl.tt] Got parameters {'A_planck': 1.0}
 2026-05-10 16:54:42,949 [planck_2018_lowl.tt] Computing new state
 2026-05-10 16:54:42,949 [planck_2018_lowl.tt] Computed log-likelihood = -16.234393515234274
 2026-05-10 16:54:42,949 [planck_2018_lowl.ee] Got parameters {'A_planck': 1.0}
 2026-05-10 16:54:42,949 [planck_2018_lowl.ee] Computing new state
 2026-05-10 16:54:42,949 [planck_2018_lowl.ee] Computed log-likelihood = -198.94351479397747
 2026-05-10 16:54:42,949 [planck_2018_lensing.native] Got parameters {'A_planck': 1.0}
 2026-05-10 16:54:42,949 [planck_2018_lensing.native] Computing new state
 2026-05-10 16:54:42,950 [planck_2018_lensing.native] Computed log-likelihood = -25.89852806868794
 2026-05-10 16:54:42,950 [pybobyqa.util] Function eval 21 at point 21 has f = 1108.81385072251 at x = [ 2.  -5.   4.  -5.5]
 2026-05-10 16:54:42,950 [pybobyqa.solver] At return from solver, number of function evals = 1
 2026-05-10 16:54:42,950 [pybobyqa.solver] Smallest objective value = 1108.81385072251 at x = [ 2.  -5.   4.  -5.5]
 2026-05-10 16:54:42,950 [pybobyqa.solver] Did a total of 1 run(s)
 2026-05-10 16:54:42,950 [minimize] Run 3/3 converged.
 2026-05-10 16:54:42,950 [minimize] Finished successfully!
 2026-05-10 16:54:42,950 [minimize] -log(likelihood) minimized to 1108.81
 2026-05-10 16:54:42,950 [model] Posterior to be computed for parameters {'deu_damping_envelope_beta': np.float64(0.0305), 'deu_transfer_polamp_p_vis': np.float64(1.045), 'omega_b': np.float64(0.0221), 'n_s': np.float64(0.9805)}
 2026-05-10 16:54:42,950 [prior] Evaluating prior at array([0.0305, 1.045 , 0.0221, 0.9805])
 2026-05-10 16:54:42,950 [prior] Got logpriors (internal) = 26.24472675480862
 2026-05-10 16:54:42,950 [model] Got input parameters: {'deu_damping_envelope_beta': 0.0305, 'deu_transfer_polamp_p_vis': 1.045, 'omega_b': 0.0221, 'n_s': 0.9805, 'A_planck': 1.0, 'H0': 67.4, 'ln10^{10}A_s': 3.044, 'omega_cdm': 0.12, '",audit_Aplanck_fixed1_profile/20260510T235207Z/deu_lite_Aplanck1_likelihood_profile.bestfit.txt,1,14,1.0,1082.5691,0.0305,1.045,0.0221,0.9805,2217.6277,-26.244727,-26.244727,2217.6277,1735.4748,32.468787,397.88703,51.797056,,,,,,,,,,,,,,,,,,,,,,
